molecular formula,substance name,CAS No.,"temperature, Tmin (K)","temperature, Tmax (K)",A,B,C,D,E,F,G
BaH2I2O7,barium iodate monohydrate,7787-34-0,150.0,1500.0,139.54737283869,-0.29659164583907,0.00198073003537,-3.6879293440539E-06,3.3597704357335E-09,-1.5399498962029E-12,2.8319304216509E-16
BaH2N2O5,barium nitrite monohydrate,7787-38-4,150.0,1500.0,110.52685999947,-0.29494347702601,0.0018396286499421,-3.4761162145957E-06,3.2423811357326E-09,-1.5163540454117E-12,2.8284709136953E-16
BaH2O2,barium hydroxide,17194-00-2,150.0,1500.0,7.594841289322,0.49067544012219,-0.0013045169430351,1.8771682962684E-06,-1.494962750597E-09,6.2174267744664E-13,-1.053215615047E-16
BaH2O4S2,barium thiosulfate monohydrate,7787-40-8,150.0,1500.0,102.09872143329,-0.21924491423426,0.0014897696725482,-2.8667164802489E-06,2.69661312425E-09,-1.2668462075356E-12,2.3689608379559E-16
BaH2S2,barium hydrosulfide,25417-81-6,150.0,1500.0,51.153266763906,0.018671538066199,0.00022765162427948,-5.5674372858168E-07,5.9670977823022E-10,-3.0862108484399E-13,6.2148606087459E-17
BaH4I2O2,barium iodide dihydrate,7787-33-9,150.0,1500.0,90.159503911617,-0.082307187765342,0.00080937270864826,-1.5084845212401E-06,1.3870022937028E-09,-6.5326178747051E-13,1.2468899021762E-16
BaH4O3,barium hydroxide monohydrate,22326-55-2,150.0,1500.0,73.532064705366,-0.14662615011189,0.0010014273838542,-1.8837390248771E-06,1.7879112571023E-09,-8.6221077746291E-13,1.6647524679552E-16
BaH4O8S2,barium dithionate dihydrate,13845-17-5,150.0,1500.0,167.33812553468,-0.54027247421122,0.0031581779563581,-5.884710353049E-06,5.4486275156045E-09,-2.5361646274383E-12,4.7157385721868E-16
BaH6O5P2,barium hypophosphite monohydrate,14871-79-5,150.0,1500.0,148.07889472892,-0.45615913110554,0.0027457577272971,-5.2601695979711E-06,5.0215094672837E-09,-2.3995544277917E-12,4.5530706757407E-16
BaH6O6Sn,barium stannate trihydrate,12009-18-6,150.0,1500.0,140.45160530747,-0.39333354820809,0.0023848503553184,-4.4354223300351E-06,4.142799307386E-09,-1.9582180804481E-12,3.705426906926E-16
BaH10O4S2,barium hydrosulfide tetrahydrate,12230-74-9,150.0,1500.0,159.27451912995,-0.55168934441605,0.0031149306120275,-5.6988009587228E-06,5.3050572988884E-09,-2.511219392819E-12,4.7661726592892E-16
BaH18O10,barium hydroxide octahydrate,12230-71-6,150.0,1500.0,262.74425635165,-1.1447576945514,0.0060541656129036,-1.0882339178732E-05,1.0027519419482E-08,-4.7167578170723E-12,8.9179540165144E-16
BaHgI4,barium tetraiodomercurate (II),10048-99-4,150.0,1500.0,79.8791807797,0.22255415139399,-0.00048024774782208,7.4912278740879E-07,-7.1525509600683E-10,3.5118491096937E-13,-6.7568186725061E-17
BaI2,barium iodide,13718-50-8,150.0,1500.0,57.27277496937,0.00063801787902164,0.0,0.0,0.0,0.0,0.0
BaI2O6,barium iodate,10567-69-8,150.0,1500.0,112.517059738,-0.15400142506446,0.0012589102876406,-2.4024150347253E-06,2.1826835535795E-09,-9.8930031814954E-13,1.7957587698814E-16
BaMnO4,barium manganate (VI),7787-35-1,150.0,1500.0,72.097029703158,-0.025041999469732,0.000534920626823,-1.1563725959093E-06,1.1365145040229E-09,-5.4582563047338E-13,1.033780653068E-16
BaMoO4,barium molybdate,7787-37-3,150.0,1500.0,72.097029703158,-0.025041999469732,0.000534920626823,-1.1563725959093E-06,1.1365145040229E-09,-5.4582563047338E-13,1.033780653068E-16
BaMn2O8,barium permanganate,7787-36-2,150.0,1500.0,137.45898454429,-0.24811740302619,0.001827582875129,-3.5775279685643E-06,3.3642673462663E-09,-1.5702959173403E-12,2.9120208300168E-16
BaN2O4,barium nitrite,13465-94-6,150.0,1500.0,83.496546909461,-0.15235325643075,0.0011178089031362,-2.1906019073591E-06,2.0652942559011E-09,-9.6570446859607E-13,1.7922992644569E-16
BaN2O6,barium nitrate,10022-31-8,150.0,1500.0,108.96927424726,-0.27131148263314,0.0017488679275394,-3.3455882838021E-06,3.1152459295878E-09,-1.4448170303028E-12,2.6660366537359E-16
BaN6,barium azide,18810-58-7,150.0,1500.0,84.183126991821,-0.13937722049065,0.0010825558071863,-2.1714530196938E-06,2.0786494051088E-09,-9.7972734997745E-13,1.823392508814E-16
BaNb2O6,barium niobate,12009-14-2,150.0,1500.0,111.98625721262,-0.1291591769271,0.0011965238512609,-2.4225415933398E-06,2.3143156739381E-09,-1.0911833563602E-12,2.0382834422279E-16
BaNb4O12Sr,barium strontium niobium oxide,37185-09-4,150.0,1500.0,231.65393973485,-0.44151070919355,0.0031813335240155,-6.2210485843339E-06,5.8477191822143E-09,-2.727256533225E-12,5.0517918080598E-16
BaO,barium oxide,1304-28-5,150.0,1500.0,27.610359444451,0.010809394644268,6.3981222353664E-05,-1.9148132652683E-07,2.144553110688E-10,-1.0966786169202E-13,2.1341900708664E-17
BaO2,barium peroxide,1304-29-6,150.0,1500.0,32.207802192723,0.079075178003335,-0.00012668259769148,1.0979640168594E-07,-4.1286666066839E-11,-4.6790449707763E-16,2.9277863730984E-18
BaO3Pb,barium lead oxide,12047-25-5,150.0,1500.0,59.360666031817,0.03443711367241,0.00021939111441079,-5.7887940721084E-07,6.1153866665019E-10,-3.0626934933791E-13,5.9691195785155E-17
BaO3S,barium sulfite,7787-39-5,150.0,1500.0,60.006287103526,-0.028529314386588,0.00047839842022058,-1.0244494799898E-06,1.0016077078392E-09,-4.7811040816484E-13,8.9946787381059E-17
BaO3S2,barium thiosulfate,35112-53-9,150.0,1500.0,75.068408348525,-0.076654693727195,0.00076794992619773,-1.5812021740472E-06,1.5195262455704E-09,-7.1619663133521E-13,1.332789189978E-16
BaO3Se,barium selenite,13718-59-7,150.0,1500.0,59.360666031817,0.03443711367241,0.00021939111441079,-5.7887940721084E-07,6.1153866665019E-10,-3.0626934933791E-13,5.9691195785155E-17
BaO3Si,barium metasilicate,13255-26-0,150.0,1500.0,60.985557840125,-0.052784508720524,0.00058122765789065,-1.1988159243198E-06,1.1489085375895E-09,-5.3986938417622E-13,1.0021806389975E-16
BaO3Sn,barium stannate,12009-18-6,150.0,1500.0,59.360666031817,0.03443711367241,0.00021939111441079,-5.7887940721084E-07,6.1153866665019E-10,-3.0626934933791E-13,5.9691195785155E-17
BaO3Ti,barium titanate,12047-27-7,150.0,1500.0,59.360666031817,0.03443711367241,0.00021939111441079,-5.7887940721084E-07,6.1153866665019E-10,-3.0626934933791E-13,5.9691195785155E-17
BaO3Zr,barium zirconate,12009-21-1,150.0,1500.0,59.360666031817,0.03443711367241,0.00021939111441079,-5.7887940721084E-07,6.1153866665019E-10,-3.0626934933791E-13,5.9691195785155E-17
BaO4S,barium sulfate,7727-43-7,150.0,1500.0,72.74265077192,-0.088008427479486,0.00079392793238056,-1.6019426681195E-06,1.5265835445828E-09,-7.17666688966E-13,1.336336568345E-16
BaO4Se,barium selenate,7787-41-9,150.0,1500.0,72.097029703158,-0.025041999469732,0.000534920626823,-1.1563725959093E-06,1.1365145040229E-09,-5.4582563047338E-13,1.033780653068E-16
BaO4W,barium tungstate,7787-42-0,150.0,1500.0,72.097029703158,-0.025041999469732,0.000534920626823,-1.1563725959093E-06,1.1365145040229E-09,-5.4582563047338E-13,1.033780653068E-16
BaO5Si2,barium disilicate,12650-28-1,150.0,1500.0,102.49967715641,-0.24412330854504,0.0016046674256701,-3.0849214385349E-06,2.8640795780734E-09,-1.3188271446994E-12,2.4119521088832E-16
BaO5Ti2,barium titanate (b form),12047-27-7,150.0,1500.0,99.249893540536,-0.069680063772099,0.00088099433877989,-1.8450484044803E-06,1.7893398363818E-09,-8.5162707512481E-13,1.6014147468038E-16
BaO6P2,barium metaphosphate,13762-83-9,150.0,1500.0,117.93341013047,-0.26630492165651,0.001842416535333,-3.7135994283436E-06,3.5901521742667E-09,-1.7058308202791E-12,3.1920305056012E-16
BaO6Ta2,barium tantalate,12047-34-6,150.0,1500.0,111.98625721262,-0.1291591769271,0.0011965238512609,-2.4225415933398E-06,2.3143156739381E-09,-1.0911833563602E-12,2.0382834422279E-16
BaO7U2,barium uranium oxide,10380-31-1,150.0,1500.0,124.72262088297,-0.18863829005231,0.0015120533635844,-3.0000347818338E-06,2.8392915110805E-09,-1.3307396373714E-12,2.4751521371876E-16
BaO9Si3Ti,barium titanium silicate,15491-35-7,150.0,1500.0,183.90302398324,-0.53957928584487,0.0032897104179789,-6.2371959503853E-06,5.7570517886978E-09,-2.6431426312285E-12,4.8262263681707E-16
BaO9Ti4,barium titanate (c form),12009-31-3,150.0,1500.0,179.02834856341,-0.27791441875217,0.0022042007879858,-4.3773864000766E-06,4.1449421770164E-09,-1.942342527322E-12,3.6104203259812E-16
BaS,barium sulfide,21109-95-5,150.0,1500.0,23.500154885991,0.088359734707535,-0.00024875641249618,3.7653357255447E-07,-3.1433414702281E-10,1.3593308668121E-13,-2.3720989312268E-17
BaSe,barium selenide,1304-39-8,150.0,1500.0,21.151575028756,0.21287445291479,-0.00072719742187773,1.1536001567352E-06,-9.6338884308048E-10,4.1239949279525E-13,-7.136941251925E-17
BaSi2,barium silicide,1304-40-1,150.0,1500.0,38.817858820587,0.053272256815294,2.7019865412446E-05,-1.9745549912699E-07,2.392003957433E-10,-1.2104574143819E-13,2.2760863774197E-17
BaF6Si,barium hexafluorosilicate,17125-80-3,150.0,1500.0,119.01712650681,-0.45965451409825,0.002694043310239,-5.3660602738006E-06,5.205160194409E-09,-2.4871673516756E-12,4.6773150843556E-16
BaTe,barium telluride,12009-36-8,150.0,1500.0,21.151575028756,0.21287445291479,-0.00072719742187773,1.1536001567352E-06,-9.6338884308048E-10,4.1239949279525E-13,-7.136941251925E-17
C6H12Ba2FeN6O6,barium ferrocyanide hexahydrate,13821-06-2,150.0,1500.0,373.23472961421,-1.8578403276123,0.0098255454013605,-1.8329190061543E-05,1.7134301809019E-08,-8.0203438216181E-12,1.4924622708337E-15
Ba2CaO6W,barium calcium tungstate,15552-14-4,150.0,1500.0,126.40275738197,-0.11431812814235,0.0012270680510849,-2.5337242138369E-06,2.4421651696097E-09,-1.1574285202381E-12,2.1690488414819E-16
Ba2NaNb5O15,barium sodium niobate,12323-03-4,150.0,1500.0,298.69603108865,-0.59026595106973,0.0041890104610081,-8.1758933916861E-06,7.6783456859843E-09,-3.5784157045591E-12,6.6239286925808E-16
Ba2O,barium monoxide,1304-28-5,150.0,1500.0,33.887938697136,0.15339533982244,-0.00041166790972252,5.7610696862045E-07,-4.384130063571E-10,1.7284321200652E-13,-2.768254306863E-17
Ba2O6SrW,barium strontium tungsten oxide,14871-56-8,150.0,1500.0,126.40275738197,-0.11431812814235,0.0012270680510849,-2.5337242138369E-06,2.4421651696097E-09,-1.1574285202381E-12,2.1690488414819E-16
Ba2O7P2,barium pyrophosphate,13466-21-2,150.0,1500.0,145.08627397085,-0.31094298600928,0.0021884902475494,-4.4022752375026E-06,4.242977507278E-09,-2.0116322652782E-12,3.7596646000476E-16
BaO3Si,barium silicate,14871-82-0,150.0,1500.0,171.16666031807,-0.48010017280612,0.0029741809060977,-5.6597027628872E-06,5.2320759526551E-09,-2.4035863508008E-12,4.3893576744E-16
As2Ba3,barium arsenide,12255-50-4,150.0,1500.0,64.401075547924,0.25739759908136,-0.00063556482143172,8.2005229302142E-07,-5.798403535829E-10,2.1366399983142E-13,-3.2139792469925E-17
C12H12Ba3O15,barium citrate monohydrate,512-25-4,150.0,1500.0,508.45067422488,-2.9483456016732,0.015175996294164,-2.83126789119E-05,2.6426628725691E-08,-1.2322207023154E-11,2.281125842731E-15
Ba3Cr2O8,barium chromate (V),12345-14-1,150.0,1500.0,166.29198489208,-0.21843530560984,0.0018886712755698,-3.7998932113632E-06,3.6199663396212E-09,-1.7027862461719E-12,3.1735516307305E-16
Ba3N2,barium nitride,12047-79-9,150.0,1500.0,61.384092582544,0.11524529337522,-8.3220745149746E-05,-1.0299439745505E-07,2.2108990208863E-10,-1.3996967412545E-13,3.0635528684237E-17
Ba3O8V2,barium orthovanadate,39416-30-3,150.0,1500.0,166.29198489208,-0.21843530560984,0.0018886712755698,-3.7998932113632E-06,3.6199663396212E-09,-1.7027862461719E-12,3.1735516307305E-16
Ba3O9WY3,barium yttrium tungsten oxide,37265-86-4,150.0,1500.0,207.86134891012,-0.24823232131788,0.0022652891883356,-4.599751642672E-06,4.4006411701481E-09,-2.0748328560357E-12,3.871951126456E-16
Ba3Sb2,barium antimonide,55576-04-0,150.0,1500.0,64.401075547924,0.25739759908136,-0.00063556482143172,8.2005229302142E-07,-5.798403535829E-10,2.1366399983142E-13,-3.2139792469925E-17
Be,beryllium,7440-41-7,150.0,1500.0,20.786,0.0,0.0,0.0,0.0,0.0,0.0
Al2BeO4,beryllium aluminate,12004-06-7,150.0,1500.0,90.64356657986,-0.17169758987113,0.0012774260433094,-2.5993978925413E-06,2.51608229966E-09,-1.1941417086676E-12,2.230552815385E-16
B2Be,beryllium boride,12228-40-9,150.0,1500.0,39.366809918712,-0.037541338748997,0.00044726804926305,-1.0765120660934E-06,1.1632186937083E-09,-5.9218988078323E-13,1.1555973273884E-16
B2BeH8,beryllium borohydride,17440-85-6,150.0,1500.0,82.248658184786,-0.28687466127734,0.0016661387533142,-3.200575423679E-06,3.1195518232727E-09,-1.5254697689899E-12,2.9535061918388E-16
BeBr2,beryllium bromide,7787-46-4,150.0,1500.0,22.227558882062,0.21517660507229,-0.00053253937863026,7.1959621312892E-07,-5.4647310742895E-10,2.1894721465908E-13,-3.5978409687049E-17
CH8BeO7,beryllium carbonate tetrahydrate,60883-64-9,150.0,1500.0,169.40487217535,-0.69953213093816,0.0038012896870333,-6.9801350076664E-06,6.4816087115581E-09,-3.0433272726783E-12,5.7146114053638E-16
C2H2BeO4,beryllium formate,1111-71-3,150.0,1500.0,104.65338686396,-0.42052878269541,0.0023609942323497,-4.4939730791319E-06,4.2399200946263E-09,-1.9920833228899E-12,3.7098747089074E-16
C2H6BeO7,beryllium oxalate trihydrate,15771-43-4,150.0,1500.0,171.4503767182,-0.76518833707658,0.0041201632386234,-7.6424948828686E-06,7.1190696922882E-09,-3.3329387579898E-12,6.2190867032807E-16
C4H6BeO4,beryllium acetate,543-81-7,150.0,1500.0,165.92019361959,-0.88428562470374,0.0046239022726834,-8.6507773027268E-06,8.1232862248459E-09,-3.8156794756572E-12,7.1160371196447E-16
C4H10Be,"beryllium, diethyl",542-63-2,150.0,1500.0,143.56263778913,-0.81259138733698,0.0041743646933465,-7.7568467884692E-06,7.3276049641195E-09,-3.4796409445288E-12,6.5671682510265E-16
C10H14BeO4,beryllium acetylacetonate,10210-64-7,150.0,1500.0,321.1327150504,-2.1093339358448,0.010600045925014,-1.9705147736706E-05,1.8469162530893E-08,-8.6642813427636E-12,1.6135918444154E-15
BeCl2,beryllium chloride,7787-47-5,150.0,1500.0,21.311026983543,0.20776299529201,-0.0005462297143102,8.1917225221385E-07,-6.9191824877742E-10,3.0442914104333E-13,-5.4089452449554E-17
BeCl2H8O12,beryllium perchlorate tetrahydrate,7787-48-6,150.0,1500.0,246.52679039442,-0.90150934912353,0.0050593852498847,-9.3192921257374E-06,8.6019039867858E-09,-4.0073337980442E-12,7.470892458679E-16
BeF2,beryllium fluoride,7787-49-7,150.0,1500.0,17.865165122572,0.17772938028064,-0.00041226351160372,5.8464025184918E-07,-4.8164917207655E-10,2.0935823561362E-13,-3.6952349188924E-17
BeH2,beryllium hydride,7787-52-2,150.0,1500.0,32.791967522214,-0.057789805562357,0.00023335430916148,-2.5680362123706E-07,1.1393180868075E-10,-1.1640696134688E-14,-3.2099624287651E-18
BeH2O2,beryllium hydroxide,13327-32-7,150.0,1500.0,46.501751614413,-0.0040359295005398,0.00027960763696383,-5.9822471744547E-07,6.1082437705096E-10,-3.1156120052867E-13,6.2858081847189E-17
BeH4O6S,beryllium sulfate dihydrate,14215-00-0,150.0,1500.0,126.80327694926,-0.37318886862446,0.0022375674257538,-4.1729712820436E-06,3.880757303628E-09,-1.8189658422644E-12,3.4086798661348E-16
BeH6N2O9,beryllium nitrate trihydrate,13597-99-4,150.0,1500.0,190.06021351332,-0.69908214435155,0.0039143271676069,-7.2021312047118E-06,6.6465065681872E-09,-3.0967657602695E-12,5.7745516004637E-16
BeH8O8S,beryllium sulfate tetrahydrate,7787-56-6,150.0,1500.0,180.86390314155,-0.65836931002112,0.0036812069204303,-6.7439998989359E-06,6.2349310659829E-09,-2.920264997333E-12,5.4810231675554E-16
BeH8O8Se,beryllium selenate tetrahydrate,10039-31-3,150.0,1500.0,180.21828206551,-0.59540288188922,0.0034221996142436,-6.2984298252997E-06,5.8448620238393E-09,-2.748423937996E-12,5.1784672505512E-16
BeI2,beryllium iodide,7787-53-3,150.0,1500.0,33.521227847555,0.14110193583784,-0.00034811411488985,4.9292324993673E-07,-3.9875007192252E-10,1.7010382393308E-13,-2.9564050745513E-17
BeO,beryllium oxide,1304-56-9,150.0,1500.0,27.223193946544,0.0075727186096111,0.0,0.0,0.0,0.0,0.0
BeO4S,beryllium sulfate,13510-49-1,150.0,1500.0,72.74265077192,-0.088008427479486,0.00079392793238056,-1.6019426681195E-06,1.5265835445828E-09,-7.17666688966E-13,1.336336568345E-16
BeS,beryllium sulfide,13598-22-6,150.0,1500.0,27.912059672369,0.0096392430911649,0.0,0.0,0.0,0.0,0.0
BeSe,beryllium selenide,12232-25-6,150.0,1500.0,21.151575028756,0.21287445291479,-0.00072719742187773,1.1536001567352E-06,-9.6338884308048E-10,4.1239949279525E-13,-7.136941251925E-17
BeTe,beryllium telluride,12232-27-8,150.0,1500.0,21.151575028756,0.21287445291479,-0.00072719742187773,1.1536001567352E-06,-9.6338884308048E-10,4.1239949279525E-13,-7.136941251925E-17
CBe2,beryllium carbide,506-66-1,150.0,1500.0,37.491028984029,0.064107139428672,-2.0336364389113E-06,-2.167808357664E-07,3.2618317872938E-10,-1.8830528745987E-13,3.9008412523732E-17
Al2Be3O18Si6,beryllium aluminum metasilicate,1302-52-9,150.0,1500.0,394.03401016964,-1.4090065177136,0.0081102120753995,-1.5293382598376E-05,1.4112759211063E-08,-6.4794911631269E-12,1.1824449826298E-15
Be3N2,beryllium nitride,1304-54-7,150.0,1500.0,61.384092582544,0.11524529337522,-8.3220745149746E-05,-1.0299439745505E-07,2.2108990208863E-10,-1.3996967412545E-13,3.0635528684237E-17
BBe4,beryllium borides,12536-52-6,150.0,1500.0,66.300442907733,0.12476917886552,-6.3604185817885E-05,-2.3941250804093E-07,4.1953866685845E-10,-2.5550810495532E-13,5.4786510183249E-17
C12H18Be4O13,beryllium basic acetate,1332-52-1,150.0,1500.0,540.27629534848,-3.0638796496508,0.01579435217588,-2.9392938518618E-05,2.7460859682873E-08,-1.2842619516532E-11,2.3866195307868E-15
Bi,bismuth,7440-69-9,150.0,1500.0,20.8,0.0,0.0,0.0,0.0,0.0,0.0
BiBrO,bismuth oxybromide,7787-57-7,150.0,1500.0,34.991485167032,0.11419677323276,-0.00024266558958989,2.7143893323137E-07,-1.5808244642475E-10,4.2625114697185E-14,-3.5342703145233E-18
BiBr3,bismuth tribromide,7787-58-8,150.0,1500.0,53.295214785965,0.12496085056688,-0.00015910206106544,1.7230807832388E-08,1.3330182999822E-10,-1.1074512792408E-13,2.7228485806011E-17
C3H9Bi,"bismuthine, trimethyl",593-91-9,150.0,1500.0,120.07620912428,-0.62226852011991,0.0032460557906862,-6.0324552366381E-06,5.711977421009E-09,-2.7233895163938E-12,5.1637385235012E-16
C6H5BiO7,bismuth citrate,813-93-4,150.0,1500.0,229.66121782511,-1.3187020372127,0.0068176732627613,-1.2770008292656E-05,1.1951302257245E-08,-5.5802112306098E-12,1.0334548226845E-15
C6H9BiO6,bismuth acetate,22306-37-2,150.0,1500.0,245.51275300625,-1.4254451392311,0.0073147242204446,-1.3608557343994E-05,1.2730548508075E-08,-5.9628415425847E-12,1.109628544325E-15
C18H15Bi,"bismuth, triphenyl",603-33-8,150.0,1500.0,408.04986672862,-3.1031115450936,0.015342383277115,-2.8712233483563E-05,2.7011890879748E-08,-1.2667241109513E-11,2.3518321146629E-15
C24H45BiO6,bismuth 2-ethylhexanoate,67874-71-9,150.0,1500.0,796.91401379335,-5.5992567170787,0.027680896582273,-5.1019795353677E-05,4.7680843677079E-08,-2.2375206915903E-11,4.1751747136635E-15
C2H3BiO3,bismuth subacetate,5142-76-7,150.0,1500.0,99.063997905668,-0.40260522334179,0.0022486098374511,-4.2704904504157E-06,4.0409997792704E-09,-1.9080736900125E-12,3.5726574915538E-16
C30H57BiO6,bismuth neodecanoate,34364-26-6,150.0,1500.0,980.71443413619,-6.9905272443819,0.03446962070988,-6.3490208039478E-05,5.9330942084457E-08,-2.7845995383138E-11,5.1970234387152E-15
C33H57BiO6,"bismuth, tris(2,2,6,6-tetramethyl-3,5-heptanedionato)",142617-53-6,150.0,1500.0,1029.7327959823,-7.4368291845083,0.03664511206447,-6.7601351013039E-05,6.3199658145475E-08,-2.9648109721538E-11,5.5281569133581E-15
C54H99BiO6,bismuth oleate,52951-38-9,150.0,1500.0,1673.0342668827,-12.306276025037,0.060405646485127,-0.0001112477953544,1.0397500250575E-07,-4.8795869321873E-11,9.1046274438759E-15
BiClH2O6,bismuth oxyperchlorate monohydrate,44584-78-3,150.0,1500.0,112.33698320091,-0.26862686491983,0.0017445315790559,-3.3192335542509E-06,3.1032217799248E-09,-1.4532512741311E-12,2.7139135113004E-16
BiClO,bismuth oxychloride,7787-59-9,150.0,1500.0,34.361215435849,0.11187980807024,-0.00023940621650036,2.7625350573607E-07,-1.7376844712147E-10,5.5623426009816E-14,-6.9732916310027E-18
BiCl3,bismuth trichloride,7787-60-2,150.0,1500.0,51.404405593775,0.11800995505653,-0.00014932394167957,3.1674525080732E-08,8.6243828203268E-11,-7.1750194143604E-14,1.6911421888783E-17
BiCl3H2O,bismuth chloride monohydrate,39483-74-4,150.0,1500.0,78.434718684926,-0.024580265557923,0.00057249580522558,-1.2538397823817E-06,1.2633307082863E-09,-6.2239977109365E-13,1.2052858684017E-16
