molecular formula,substance name,CAS No.,"temperature, Tmin (K)","temperature, Tmax (K)",A,B,C,D,E
C14H16,1-isobutylnaphthalene,16727-91-6,263.75,662.67,223.50372942303,0.59240934873922,-0.0012917884024764,1.5124328801394e-06,0.0
C14H16,2-isobutylnaphthalene,26490-07-3,333.04,701.95,224.61830276871,0.82742393186275,-0.0016818005824233,1.6795299063788e-06,0.0
C14H16,1-tert-butylnaphthalene,17085-91-5,262.15,666.39,221.24762294485,0.54025807021546,-0.0011531887786419,1.3691807648351e-06,0.0
C14H16,2-tert-butylnaphthalene,2876-35-9,268.15,668.57,223.01982079922,0.52951840703507,-0.001120702316893,1.3212031571536e-06,0.0
C14H16,1-methyl-2-propylnaphthalene,39036-65-2,333.04,698.88,217.05170713821,0.88101335392113,-0.0018132449776074,1.7991801469346e-06,0.0
C14H16,2-methyl-1-propylnaphthalene,54774-89-9,333.04,698.88,217.23405482928,0.88175350359789,-0.0018147683060315,1.8006916593291e-06,0.0
C14H16,3-methyl-2-propylnaphthalene,66577-19-3,333.04,698.88,217.05170713821,0.88101335392113,-0.0018132449776074,1.7991801469346e-06,0.0
C14H16,2-methyl-1-isopropylnaphthalene,32114-79-7,333.04,701.48,222.6232905067,0.8297296157223,-0.0016894394897653,1.6855910188039e-06,0.0
C14H16,3-methyl-2-isopropylnaphthalene,66577-18-2,333.04,701.48,222.6232905067,0.8297296157223,-0.0016894394897653,1.6855910188039e-06,0.0
C14H16,1-methyl-3-isopropylnaphthalene,66577-16-0,333.04,701.48,222.6232905067,0.8297296157223,-0.0016894394897653,1.6855910188039e-06,0.0
C14H16,1-methyl-4-isopropylnaphthalene,1680-53-1,333.04,701.48,221.2745467423,0.83781887928021,-0.0017077798640479,1.7032903285162e-06,0.0
C14H16,1-methyl-6-isopropylnaphthalene,10136-83-1,333.04,701.48,222.6232905067,0.8297296157223,-0.0016894394897653,1.6855910188039e-06,0.0
C14H16,1-methyl-7-isopropylnaphthalene,490-65-3,333.04,664.02,198.53871449368,0.95573133840385,-0.0020413492582015,2.066148016414e-06,0.0
C14H16,"1,2-diethylnaphthalene",19182-11-7,333.04,698.88,217.05170713821,0.88101335392113,-0.0018132449776074,1.7991801469346e-06,0.0
C14H16,"1,4-diethylnaphthalene",37796-58-0,293.15,698.88,224.28488921345,0.64625408411744,-0.0013510069733389,1.4629886377698e-06,0.0
C14H16,"1,6-diethylnaphthalene",19182-13-9,333.04,698.88,217.05170713821,0.88101335392113,-0.0018132449776074,1.7991801469346e-06,0.0
C14H16,"1,7-diethylnaphthalene",66577-37-5,333.04,698.88,217.05170713821,0.88101335392113,-0.0018132449776074,1.7991801469346e-06,0.0
C14H16,"2,3-diethylnaphthalene",66610-91-1,333.04,698.88,217.05170713821,0.88101335392113,-0.0018132449776074,1.7991801469346e-06,0.0
C14H16,"2,4-dimethyl-1-ethylnaphthalene",66577-14-8,333.04,698.43,215.32288873302,0.88448311995073,-0.0018233484869587,1.8076045866628e-06,0.0
C14H16,"4,6-dimethyl-1-ethylnaphthalene",66577-15-9,333.04,698.43,215.32288873302,0.88448311995073,-0.0018233484869587,1.8076045866628e-06,0.0
C14H16,"1,2-dimethyl-4-ethylnaphthalene",66577-38-6,333.04,698.43,215.32288873302,0.88448311995073,-0.0018233484869587,1.8076045866628e-06,0.0
C14H16,"1,3-dimethyl-5-ethylnaphthalene",66577-40-0,303.15,698.43,237.53297309104,0.73847311669187,-0.0015394577254941,1.6288781944251e-06,0.0
C14H16,"1,4-dimethyl-5-ethylnaphthalene",66309-90-8,265.15,698.43,237.59391343064,0.57063861814939,-0.0011998443525103,1.3661379355349e-06,0.0
C14H16,"1,3-dimethyl-6-ethylnaphthalene",39622-45-2,333.04,698.43,215.32288873302,0.88448311995073,-0.0018233484869587,1.8076045866628e-06,0.0
C14H16,"1,4-dimethyl-6-ethylnaphthalene",66610-92-2,333.04,698.43,215.32288873302,0.88448311995073,-0.0018233484869587,1.8076045866628e-06,0.0
C14H16,"1,2-dimethyl-7-ethylnaphthalene",66577-39-7,333.04,698.43,215.32288873302,0.88448311995073,-0.0018233484869587,1.8076045866628e-06,0.0
C14H16,"1,2,3,4-tetramethylnaphthalene",3031-15-0,379.15,697.98,164.7784008673,1.1825472318638,-0.0023868744114161,2.1540669739115e-06,0.0
C14H16,"1,2,3,6-tetramethylnaphthalene",66577-20-6,332.15,697.98,214.35754078939,0.8831374930368,-0.0018242044426886,1.8102647014164e-06,0.0
C14H16,"1,2,4,6-tetramethylnaphthalene",66577-21-7,317.15,697.98,226.29423868664,0.8063756792273,-0.0016758008361634,1.7174256985171e-06,0.0
C14H16,"1,2,4,7-tetramethylnaphthalene",16020-17-0,270.15,697.98,233.76455352732,0.60671012318676,-0.0012845639236255,1.4501026754475e-06,0.0
C14H16,"1,2,4,8-tetramethylnaphthalene",66577-22-8,329.15,697.98,216.60174021973,0.86605949444604,-0.0017912054654805,1.7888631868447e-06,0.0
C14H16,"1,2,5,6-tetramethylnaphthalene",2131-43-3,387.15,697.98,153.94393301961,1.2430402762298,-0.0024978396789883,2.2198793591978e-06,0.0
C14H16,"1,2,5,8-tetramethylnaphthalene",3031-16-1,333.04,697.98,213.33173933542,0.88683794826285,-0.0018311472998894,1.8137412915337e-06,0.0
C14H16,"1,2,6,8-tetramethylnaphthalene",66577-00-2,333.04,697.98,213.33173933542,0.88683794826285,-0.0018311472998894,1.8137412915337e-06,0.0
C14H16,"1,3,5,8-tetramethylnaphthalene",14558-12-4,329.15,697.98,216.60174021973,0.86605949444604,-0.0017912054654805,1.7888631868447e-06,0.0
C14H16,"1,3,6,7-tetramethylnaphthalene",7435-50-9,318.15,697.98,225.2533220374,0.81019553624557,-0.0016830950632,1.7211479409965e-06,0.0
C14H16,"1,4,5,8-tetramethylnaphthalene",2717-39-7,404.15,697.98,128.61997607688,1.3869703186034,-0.0027596960602529,2.3756045149883e-06,0.0
C14H16,"1,4,6,7-tetramethylnaphthalene",13764-18-6,336.15,697.98,210.63435989036,0.90385311046417,-0.0018637522715102,1.8339964115237e-06,0.0
C14H16,"2,3,6,7-tetramethylnaphthalene",1134-40-3,464.15,697.98,0.86184763151152,2.0774605880571,-0.0039774139730285,3.0807803466514e-06,0.0
C14H16,7-methyl-1-isopropylnaphthalene,66577-17-1,327.4,681.37,219.25499444475,0.55446957935749,-0.0011169159808684,1.2509432565893e-06,0.0
C14H16,"1,3,6,8-tetramethylnaphthalene",14558-14-6,357.65,691.91,238.78470258047,0.81014763592214,-0.0016775778371094,1.7412197334362e-06,0.0
C14H20,"1-butyl-[1,2,3,4-tetrahydronaphthalene]",38857-76-0,266.11,651.52,227.06822145625,0.67516968449166,-0.001511792043604,1.7572231367411e-06,0.0
C14H20,"2-butyl-[1,2,3,4-tetrahydronaphthalene]",36230-28-1,243.05,657.92,237.38376691028,0.6079425375001,-0.0013525856082286,1.6139228341114e-06,0.0
C14H20,"1,2,3,4-tetrahydro-1,1,2,6-tetramethylnaphthalene",1681-22-7,247.92,653.39,251.66554205967,0.66267786287573,-0.0014749779828512,1.7614423365942e-06,0.0
C14H20,"5-butyl-1,2,3,4-tetrahydronaphthalene",66325-42-6,224.05,656.76,269.35863945031,0.68352999633098,-0.001549653046795,1.8786467046067e-06,0.0
C14H20,"1,2,3,4-tetrahydro-5-isobutylnaphthalene",5458-54-8,258.45,652.01,243.62827630948,0.66216124233202,-0.0014657591665172,1.7373062616852e-06,0.0
C14H22,octylbenzene,2189-60-8,247.15,633.28,143.36408223463,0.90868780714683,-0.0021275141194591,2.5209950736144e-06,0.0
C14H22,"1,2,3,4-tetraethylbenzene",642-32-0,284.96,616.18,216.54593619035,1.1157027675293,-0.0026902580768443,3.0282793736129e-06,0.0
C14H22,"1,2,3,5-tetraethylbenzene",38842-05-6,284.16,615.59,215.47787100507,1.0968027895761,-0.0026456491615161,2.9824438729301e-06,0.0
C14H22,"1,2,4,5-tetraethylbenzene",635-81-4,283.16,615.01,217.81211664941,1.0991386591538,-0.0026531456268244,2.9957633539637e-06,0.0
C14H22,"1,4-di-tert-butylbenzene",1012-72-2,352.65,612.02,130.83636171617,1.0383252947385,-0.0024347285562684,2.6010513419257e-06,0.0
C14H22,(1-methylheptyl)benzene,777-22-0,234.25,618.41,198.63742140126,0.69379846063748,-0.0016799854517981,2.0267627673242e-06,0.0
C14H22,"1,3-di-tert-butylbenzene",1014-60-4,283.65,618.41,181.93547842861,0.80833806948706,-0.0019229451631381,2.183325760585e-06,0.0
C14H22O,p-tert-octylphenol,140-66-9,358.55,664.3,188.45938170171,1.5965707005998,-0.0034181047620429,3.204862732039e-06,0.0
C14H22O,"2,4-di-tert-butylphenol",96-76-4,329.65,650.83,201.50100971101,0.63974103297504,-0.0013712153990542,1.5214243902585e-06,0.0
C14H22O,"2,6-di-sec-butylphenol",5510-99-6,231.15,647.83,217.50948975614,0.44108415071936,-0.00093826516291252,1.1945731325453e-06,0.0
C14H22O,"2,6-di-tert-butylphenol",128-39-2,312.15,646.4,197.0634613685,0.53851229040878,-0.0011403677935166,1.316120610302e-06,0.0
C14H22O,4-octylphenol,1806-26-4,316.15,594.08,102.43959636746,0.15453254594808,-0.00027003017972205,3.9370126566299e-07,0.0
C14H22O,tert-octylphenol,27193-28-8,346.15,659.83,211.21677332487,0.87100179693199,-0.0019050387549938,2.0010619972736e-06,0.0
C14H22O,"3,5-bis(1,1-dimethylethyl)phenol",1138-52-9,361.15,646.4,184.32561000132,0.6250744397049,-0.0013247401137164,1.4413427075774e-06,0.0
C14H22O,2-isopropyl-6-(1-methylbutyl)phenol,74926-98-0,322.14,646.4,194.65800972683,0.55485892989514,-0.0011751851804932,1.3397679029874e-06,0.0
C14H23N,"2,6-diisopropyl-N,N-dimethylaniline",2909-77-5,330.0,636.93,218.19390455583,1.2469230520668,-0.0028909419270593,3.0436961135941e-06,0.0
C14H23N,N-(2-ethylhexyl)aniline,10137-80-1,330.0,636.93,208.06675599275,1.3183775098513,-0.0030718060433997,3.2286006966015e-06,0.0
C14H24S,3-decylthiophene,65016-55-9,330.0,677.58,324.68414257389,1.2814354779093,-0.002778022079141,2.9351625450265e-06,0.0
C14H26,"1,1-dicyclohexylethane",2319-61-1,262.33,653.22,330.70476229472,0.60037371476261,-0.001313876084005,1.5537398668099e-06,0.0
C14H26,"1,2-dicyclohexylethane",3321-50-4,284.65,653.89,244.11678904541,0.70681987398442,-0.0015389327901133,1.7354481308367e-06,0.0
C14H26,1-nonylcyclopentene,62184-74-1,223.13,617.53,252.29591734411,0.87576182676486,-0.00215794069484,2.6088903858889e-06,0.0
C14H26,1-tetradecyne,765-10-6,294.01,607.53,198.96160379807,1.5321670855495,-0.0037669769389493,4.0371200878995e-06,0.0
C14H26,3-tetradecyne,60212-32-0,353.14,616.87,84.040679229796,2.3092412259424,-0.005314154440086,5.0531714406936e-06,0.0
C14H26,7-tetradecyne,35216-11-6,323.58,616.67,165.02739608476,1.4950697099663,-0.0036411028574156,3.7940038914709e-06,0.0
C14H26,"1,13-tetradecadiene",21964-49-8,330.0,635.8,233.16673628845,0.98202518569424,-0.0022191481944705,2.3946243299249e-06,0.0
C14H26O2,methyl 12-tridecenoate,29780-00-5,250.75,625.5,316.21297683579,0.71152858642747,-0.0015568557340748,1.9511007924346e-06,0.0
C14H26O2,4-tetradecenoic acid,544-65-0,291.65,723.0,371.92018650993,0.6760969401554,-0.0012768191506768,1.4672293849771e-06,0.0
C14H26O2,5-tetradecenoic acid,544-66-1,293.15,723.0,371.20104307066,0.68061493137786,-0.0012862396075431,1.4751347719752e-06,0.0
C14H26O2,9-tetradecenoic acid,13147-06-3,269.15,723.0,377.83246959459,0.63809833357425,-0.001201837950394,1.4201287919541e-06,0.0
C14H26O2,decyl methacrylate,3179-47-3,250.75,625.5,321.87434132196,0.74261336461636,-0.0016297099152526,2.040705009567e-06,0.0
C14H26O2,isodecyl methacrylate,29964-84-9,250.75,625.5,316.19323085896,0.71165719367939,-0.001557182254903,1.9514942215866e-06,0.0
C14H26O2,citronellyl butyrate,141-16-2,250.75,625.5,314.17221512584,0.72484338075957,-0.001590712611588,1.9918730105696e-06,0.0
C14H26O2,citronellyl isobutyrate,97-89-2,250.75,625.5,314.17221512584,0.72484338075957,-0.001590712611588,1.9918730105696e-06,0.0
C14H26O2,"2,6-dimethyl-2-octeN-8-yl butyrate",141-16-2,250.75,625.5,314.17221512584,0.72484338075957,-0.001590712611588,1.9918730105696e-06,0.0
C14H26O2,cis-7-dodecenyl acetate,14959-86-5,250.75,625.5,314.17221512584,0.72484338075957,-0.001590712611588,1.9918730105696e-06,0.0
C14H27Br,cis-1-bromo-1-tetradecene,66827-02-9,301.76,652.92,234.0691266469,1.6350415587608,-0.0038270524320592,3.904233590058e-06,0.0
C14H27Br,trans-1-bromo-1-tetradecene,66827-03-0,301.76,652.92,234.0691266469,1.6350415587608,-0.0038270524320592,3.904233590058e-06,0.0
C14H27Br3,"1,1,1-tribromotetradecane",62155-25-3,428.86,731.07,-2.3826672198335,3.2945853916571,-0.0064215625058669,4.9311759974283e-06,0.0
C14H27Cl,cis-1-chloro-1-tetradecene,66827-04-1,271.88,658.13,264.22658682801,1.1751826763551,-0.0027838635614234,3.013947233693e-06,0.0
C14H27Cl,trans-1-chloro-1-tetradecene,66827-05-2,271.88,658.13,264.22658682801,1.1751826763551,-0.0027838635614234,3.013947233693e-06,0.0
C14H27Cl3,"1,1,1-trichlorotetradecane",62108-58-1,339.22,688.2,210.26351122769,2.0393790012649,-0.0044706079699512,4.1177352258378e-06,0.0
C14H27F,cis-1-fluoro-1-tetradecene,66827-06-3,274.11,602.7,213.69587627087,1.4987386874347,-0.0037971834475342,4.220110610683e-06,0.0
C14H27F,trans-1-fluoro-1-tetradecene,66827-07-4,274.11,602.7,213.69587627087,1.4987386874347,-0.0037971834475342,4.220110610683e-06,0.0
C14H27F3,"1,1,1-trifluorotetradecane",62126-99-2,345.91,592.78,38.870502716667,3.0700586681267,-0.0073463215660956,7.0305022927207e-06,0.0
C14H27I,cis-1-iodo-1-tetradecene,66827-08-5,300.02,680.86,268.5490877925,1.387026040361,-0.00313722592503,3.1813791557258e-06,0.0
C14H27I,trans-1-iodo-1-tetradecene,66827-09-6,300.02,680.86,268.5490877925,1.387026040361,-0.00313722592503,3.1813791557258e-06,0.0
C14H27N,tetradecanenitrile,629-63-0,292.45,663.13,227.79742999327,1.5645055867775,-0.0037029872738234,3.7763305819862e-06,0.0
C14H28,nonylcyclopentane,2882-98-6,244.16,626.11,251.17162466519,0.91243233012499,-0.0022047977843656,2.5794289989234e-06,0.0
C14H28,octylcyclohexane,1795-15-9,253.46,630.19,254.81332965217,0.89504390303603,-0.0021260628047254,2.4707140026676e-06,0.0
C14H28,cyclotetradecane,295-17-0,328.75,661.03,278.09035021753,0.76262754929007,-0.0015621574637871,1.6462360147694e-06,0.0
C14H28,1-tetradecene,1120-36-1,260.3,608.13,231.62688704648,1.3829120180183,-0.0034588824320432,3.9533925152737e-06,0.0
C14H26,2-tetradecene,638-60-8,279.65,626.21,202.62087979649,1.5434039933836,-0.0036222436880645,3.7131352756582e-06,0.0
C14H28,2-methyl-1-tridecene,18094-01-4,251.37,606.62,179.87921615002,1.7312302270428,-0.0045064508243649,5.1368460441767e-06,0.0
C14H28,trans-7-tetradecene,41446-63-3,263.77,611.3,221.94574038096,1.2106215403965,-0.0030022644192161,3.4360370761605e-06,0.0
C14H28Br2,"1,1-dibromotetradecane",62168-31-4,351.64,699.81,191.37418143579,2.1619664981617,-0.0046418113706591,4.1428961838087e-06,0.0
C14H28Br2,"1,14-dibromotetradecane",37688-96-3,323.55,699.81,310.31284243677,1.646508354141,-0.0036994423629518,3.652247420749e-06,0.0
C14H28Cl2,"1,1-dichlorotetradecane",4168-40-5,291.88,673.47,264.10105877511,1.4102991762266,-0.0032694566726215,3.3457857799254e-06,0.0
C14H28F2,"1,1-difluorotetradecane",62127-03-1,296.34,605.38,196.24933883787,1.6921675416258,-0.0041740564024706,4.4418609951475e-06,0.0
C14H28I2,"1,1-diiodotetradecane",66826-79-7,348.16,809.73,331.08894442172,1.303924188092,-0.0025083003650059,2.1633680649682e-06,0.0
C14H28O,tetradecanal,124-25-4,298.15,636.74,214.98498234214,1.8256136222703,-0.0043958986266377,4.5165606912105e-06,0.0
C14H28O,2-tetradecanone,2345-27-9,307.15,631.9,192.08815284597,1.9397728942453,-0.0046467446999944,4.704569885763e-06,0.0
C14H28O,7-ethyl-2-methyl-4-undecanone,6976-10-07 00:00:00,311.48,619.15,243.96304676894,1.3412848304523,-0.0031760770093127,3.4743595302258e-06,0.0
C14H28O,2-methyl-3-tridecanone,40239-35-8,320.15,626.4,238.42910642379,1.6826139933273,-0.0040225689453915,4.234682990682e-06,0.0
C14H28O,3-tetradecanone,629-23-2,307.15,612.8,240.92948950296,1.1215320583132,-0.0026256774742345,2.9617984354275e-06,0.0
C14H28O,dodecyl vinyl ether,765-14-0,330.0,618.0,301.61926340157,1.0793156306417,-0.0024130453765894,2.7138223760564e-06,0.0
C14H28O,cis-9-tetradeceN-1-ol,35153-15-2,330.0,605.98,251.83964346583,1.6788401341787,-0.004007197981668,4.3361915115007e-06,0.0
C14H28O2,tetradecanoic acid,544-63-8,327.55,677.68,250.0,2.258,-0.004966,4.3771e-06,0.0
C14H28O2,tridecyl formate,42875-41-2,305.74,651.32,350.0,0.92063554010584,-0.0023103492799478,2.7872291603431e-06,0.0
C14H28O2,dodecyl acetate,112-66-3,274.25,629.23,296.75643444764,1.3693868021353,-0.0032817807527186,3.6860148228234e-06,0.0
C14H28O2,undecyl propanoate,5458-33-3,289.37,649.42,344.0,0.90813230946502,-0.0022770434990281,2.8518605782022e-06,0.0
C14H28O2,decyl butanoate,5454-09-01 00:00:00,289.37,636.68,226.42338764259,1.5024438822385,-0.0036203853924039,3.8264584109613e-06,0.0
C14H28O2,octyl hexanoate,4887-30-3,245.15,621.58,254.30972861854,1.5135054620649,-0.003888356421845,4.3108707187826e-06,0.0
C14H28O2,heptyl heptanoate,624-09-9,240.15,622.58,257.62159794876,1.5316941998161,-0.0039570589206884,4.3939057544313e-06,0.0
C14H28O2,hexyl octanoate,1117-55-1,242.55,622.78,258.07482256804,1.5343948939104,-0.0039554606608911,4.3777209933588e-06,0.0
C14H28O2,pentyl nonanoate,61531-45-1,246.15,627.44,254.15331588343,1.7551633963021,-0.0045536757955156,4.9240788172367e-06,0.0
C14H28O2,ethyl laurate,106-33-2,263.15,619.58,244.91133806727,1.4957721787795,-0.0037792263658189,4.1400791997445e-06,0.0
C14H28O2,methyl tridecanoate,1731-88-0,279.65,627.44,218.10426200358,1.9992802836462,-0.0050746817176367,5.2855245417944e-06,0.0
C14H28O2,"3,7-dimethyloctanyl butyrate",67874-80-0,289.37,640.04,247.97124083044,1.7052328658463,-0.0041575007458078,4.3902454024363e-06,0.0
C14H28S,thiacyclopentadecane,295-51-2,310.43,704.0,330.02173094425,0.63033122389683,-0.0012149987829532,1.3125989135964e-06,0.0
C14H29Br,1-bromotetradecane,112-71-0,278.75,665.35,274.15737040386,1.3081710862012,-0.0030906473819253,3.2796291811312e-06,0.0
C14H29Br,1-bromo-12-methyltridecane,111772-90-8,278.75,665.35,314.56385451884,1.524650052515,-0.0036053326921382,3.824679849032e-06,0.0
C14H29Cl,1-chlorotetradecane,2425-54-9,278.05,654.27,261.3286640704,1.3233108062792,-0.0031631820587693,3.3840061585677e-06,0.0
C14H29F,1-fluorotetradecane,73180-09-3,277.15,609.93,221.6256831435,1.5453047923829,-0.0038888856749232,4.2683758600462e-06,0.0
C14H29I,1-iodotetradecane,19218-94-1,286.75,681.05,297.88753543413,1.4756028864159,-0.0034766000232574,3.5367266569283e-06,0.0
C14H29NO2,1-nitrotetradecane,31241-42-6,390.65,680.18,-25.237655434768,3.5050555705982,-0.0074319150108239,6.1738315257103e-06,0.0
C14H30,tetradecane,629-59-4,286.08,543.36,719.54598890412,-2.5343148288472,0.0056072546126735,5.2437910991735e-07,-5.1463818215889e-09
C14H30,2-methyltridecane,1560-96-9,248.15,602.57,244.74431515485,1.2654265728124,-0.00321927570366,3.7187873606671e-06,0.0
C14H30,3-methyltridecane,6418-41-3,235.65,603.49,251.79611399058,1.2173134900919,-0.0031162046885594,3.6522574815552e-06,0.0
C14H30,"2,2-dimethyldodecane",49598-54-1,249.46,596.56,243.5243226921,1.2079437819593,-0.0030654361105785,3.5801585328684e-06,0.0
C14H30,"2,3-dimethyldodecane",6117-98-2,217.04,603.09,262.71073008571,1.1083209393955,-0.0028544418493675,3.4402583373619e-06,0.0
C14H30,"2,4-dimethyldodecane",6117-99-3,217.04,588.02,254.41454931543,1.1686494861538,-0.0030688350293402,3.7317236121735e-06,0.0
C14H30,7-methyltridecane,26730-14-3,235.95,600.55,251.26088199795,1.2080926608159,-0.0030937632441024,3.6423797131317e-06,0.0
C14H30O,1-tetradecanol,112-72-1,312.0,667.0,55.18,2.9087,-0.0063668,5.6761e-06,0.0
C14H30O,2-tetradecanol,4706-81-4,307.15,644.28,241.60626982414,1.6510447056479,-0.003847424734677,3.9294055247892e-06,0.0
C14H30O,3-tetradecanol,1653-32-3,304.65,644.28,393.2800909649,1.8343187609984,-0.0042606221824871,4.5744688912844e-06,0.0
C14H30O,12-methyl-1-tridecanol,21987-21-3,283.65,644.28,407.61041055525,1.7395371125391,-0.0040760923509946,4.4810981110063e-06,0.0
C14H30O,2-methyl-3-tridecanol,98930-89-3,293.15,641.68,393.05819823002,1.6557140029367,-0.0038419185753789,4.2222047434039e-06,0.0
C14H30O,2-methyl-4-tridecanol,36691-77-7,301.73,644.28,396.28457096726,1.8140257009821,-0.0042169367061902,4.5428710523419e-06,0.0
C14H30O,diheptyl ether,629-64-1,269.27,613.99,240.60189593529,1.5008027044716,-0.003772436172249,4.1657151619968e-06,0.0
C14H30O,tetradecanol; mixed isomers,27196-00-5,311.15,649.18,396.88591657082,2.1736184249127,-0.0050879421526256,5.3193051434677e-06,0.0
C14H30O2,"1,2-tetradecanediol",21129-09-9,341.15,680.19,103.41926273368,3.0699080812567,-0.0069303808719046,6.140147369894e-06,0.0
C14H30O2,"1,4-tetradecanediol",25430-48-2,353.68,715.92,133.92304282724,2.8504330694242,-0.0061493116810867,5.2328025761203e-06,0.0
C14H30O2,"1,14-tetradecanediol",19812-64-7,357.95,700.89,77.292789623114,3.1958554777471,-0.0069579872213917,5.9099773785851e-06,0.0
C14H30O2,"2,2,9,9-tetramethyl-1,10-decanediol",35449-36-6,334.65,697.37,257.23821828775,2.4269642597686,-0.0056209839353633,5.2755229202407e-06,0.0
C14H30S,1-tetradecanethiol,2079-95-0,289.26,666.58,266.56891567883,1.5286006670061,-0.0036245331887089,3.8010693038201e-06,0.0
C14H30S,2-tetradecanethiol,62155-04-8,274.15,658.58,284.92094114533,1.191270021848,-0.0028033430342637,3.0338278666528e-06,0.0
C14H30S,8-thiapentadecane,629-65-2,343.15,666.69,261.50527159686,1.3192735657437,-0.0029489492080939,3.0036969921255e-06,0.0
C14H30S,2-thiapentadecane,62155-09-3,276.16,665.62,303.72702020129,1.0522609877267,-0.002392357561698,2.6387501534691e-06,0.0
C14H30S,3-thiapentadecane,2851-83-4,276.16,665.62,302.67967911668,1.0486324789314,-0.0023841080014127,2.6296509582579e-06,0.0
C14H30S,4-thiapentadecane,66826-84-4,276.16,665.62,302.18072134856,1.0469038418362,-0.0023801778756414,2.6253160627773e-06,0.0
C14H30S,5-thiapentadecane,19313-57-6,276.16,665.62,302.18072134856,1.0469038418362,-0.0023801778756414,2.6253160627773e-06,0.0
C14H30S2,"8,9-dithiahexadecane",10496-16-9,235.16,679.91,328.60332881188,1.1335045804886,-0.0026924737548958,2.9714131970918e-06,0.0
C14H31N,tetradecylamine,2016-42-4,311.34,643.38,183.48222594878,2.2317411591117,-0.0053050602028236,5.2394733303663e-06,0.0
C14H31N,methyltridecylamine,45165-81-9,299.7,630.18,227.44832324176,1.8525885460717,-0.0044658907207963,4.5988560371993e-06,0.0
C14H31N,ethyldodecylamine,35902-57-9,299.7,628.28,222.67431376572,1.9024646551858,-0.0046032958705058,4.7355802684271e-06,0.0
C14H31N,diheptylamine,2470-68-0,274.15,625.78,252.97379066264,1.4777226055409,-0.0036512127936162,3.9867170159727e-06,0.0
C14H31N,dimethyldodecylamine,112-18-5,252.85,629.33,273.20969895423,1.1705950057597,-0.0028658118822638,3.2465710344768e-06,0.0
C14H31N,diethyldecylamine,6308-94-7,279.51,597.66,214.54865021935,1.7109680627637,-0.004363541207347,4.8118230939297e-06,0.0
C15H10N2O2,"diphenylmethane-4,4'-diisocyanate",101-68-8,311.2,705.5,225.21778224728,1.1989673377543,-0.0026184912914855,2.5747326006006e-06,0.0
C15H14,"1,1-diphenyl-1-propene",778-66-5,322.15,679.32,218.25383449828,0.78194495646032,-0.0016244617163695,1.6958754030674e-06,0.0
C15H14,"1,2-diphenyl-1-propene",779-51-1,355.15,677.57,206.79424661209,0.63264660902402,-0.0013048652860992,1.390973620826e-06,0.0
C15H14,"1,3-diphenyl-1-propene",5209-18-7,289.15,685.82,238.83350036104,0.66633476473318,-0.0014199853632813,1.5792761392304e-06,0.0
C15H14,"2,3-diphenyl-1-propene",948-97-0,321.15,679.32,206.16616756678,0.6851012822606,-0.0014474711604377,1.5850825984264e-06,0.0
C15H16,"1,1-diphenylpropane",1530-03-6,286.85,665.34,211.41989307015,0.73731294349201,-0.0016298696913711,1.8357275235194e-06,0.0
C15H16,"1,2-diphenylpropane",5814-85-7,273.4,668.98,227.49485429164,0.57721923340295,-0.0012358590779531,1.4323792502941e-06,0.0
C15H16,"1,3-diphenylpropane",1081-75-0,252.4,684.45,238.65901559878,0.54406920941599,-0.0011542981032188,1.3532994888359e-06,0.0
C15H16,"2,2-diphenylpropane",778-22-3,302.35,671.3,241.29145772184,0.71071775735691,-0.0014883465463708,1.6383666135679e-06,0.0
C15H16,"2-methyl-1,1-diphenylethane",32341-92-7,304.56,674.94,238.2180447133,0.76005946589046,-0.0016077398804549,1.7331621609079e-06,0.0
C15H16,"3-methyl-1,1-diphenylethane",32341-91-6,304.56,673.74,237.67672216706,0.76402245872021,-0.0016188478836015,1.7459682749451e-06,0.0
C15H16,"4-methyl-1,1-diphenylethane",3717-68-8,304.56,676.14,239.11342029092,0.75726425085096,-0.0015991326189443,1.7230626725887e-06,0.0
C15H16,"2-methyl-1,2-diphenylethane",34403-05-9,304.56,681.96,239.86600222649,0.77860880644212,-0.0016452139960677,1.756422931039e-06,0.0
C15H16,"3-methyl-1,2-diphenylethane",34403-06-0,304.56,680.77,239.31173180078,0.78257336012859,-0.0016563004487091,1.7691138917204e-06,0.0
C15H16,"4-methyl-1,2-diphenylethane",14310-20-4,304.56,671.2,233.36308003487,0.8107786790447,-0.0017386907791324,1.8643243451428e-06,0.0
C15H16,2-ethyldiphenylmethane,28122-25-0,262.03,674.62,232.15398411644,0.59433153545983,-0.00128268663905,1.4896989894435e-06,0.0
C15H16,3-ethyldiphenylmethane,28122-24-9,263.95,675.43,233.30960817546,0.58697726452445,-0.0012620551073042,1.4627240726832e-06,0.0
C15H16,4-ethyldiphenylmethane,620-85-9,249.65,682.0,239.55007124971,0.54843225682423,-0.0011696348482494,1.3759102552304e-06,0.0
C15H16,"2',3'-dimethyldiphenylmethane",62155-16-2,304.56,681.51,238.23548598192,0.78152159759561,-0.0016544772599352,1.7646342586771e-06,0.0
C15H16,"2',4'-dimethyldiphenylmethane",28122-28-3,304.56,680.32,238.9838765444,0.78982015710871,-0.0016747750003039,1.7871496411481e-06,0.0
C15H16,"2',5'-dimethyldiphenylmethane",13540-50-6,304.56,679.12,236.84039850034,0.78860144494932,-0.0016749226916276,1.7881742445823e-06,0.0
