molecular formula,substance name,CAS No.,"temperature, Tmin (K)","temperature, Tmax (K)",A,B,C,D,E
C7H14,"3,4-dimethyl-1-pentene",7385-78-6,136.39,441.13,133.56626588596,0.47718773465516,-0.001484913637631,2.4980193325063e-06,0.0
C7H14,"4,4-dimethyl-1-pentene",762-62-9,136.55,432.97,131.20726799695,0.46814457606075,-0.0014688346923597,2.5019198715847e-06,0.0
C7H14,3-ethyl-2-pentene,816-79-5,149.11,458.41,130.80572250538,0.49720544456747,-0.0014999211556031,2.4267532881044e-06,0.0
C7H14,"2,3-dimethyl-2-pentene",10574-37-5,154.88,462.01,129.36873250275,0.48485751321687,-0.0014380372277157,2.3143870576979e-06,0.0
C7H14,"2,4-dimethyl-2-pentene",625-65-0,145.45,444.83,129.70650182296,0.47661744561448,-0.0014620200815124,2.4207136165262e-06,0.0
C7H14,"3,4-dimethyl-cis2-pentene",4914-91-4,159.76,452.25,126.98793007316,0.49841954110919,-0.0014988967080796,2.4105480519589e-06,0.0
C7H14,"3,4-dimethyl-trans-2-pentene",4914-92-5,148.92,455.06,130.39997937857,0.47012246649607,-0.0014107848416158,2.3080959304008e-06,0.0
C7H14,"4,4-dimethyl-cis2-pentene",762-63-0,137.69,444.27,129.37303702662,0.40703273805961,-0.0012293709784506,2.0912730065004e-06,0.0
C7H14,"4,4-dimethyl-trans-2-pentene",690-08-4,157.92,439.26,125.57815378256,0.4761591716888,-0.0014515816582669,2.3832129100653e-06,0.0
C7H14,3-methyl-2-ethyl-1-butene,7357-93-9,137.43,447.67,133.54538006591,0.48329924820178,-0.0014897171898817,2.4862237476113e-06,0.0
C7H14,"2,3,3-trimethyl-1-butene",594-56-9,163.3,441.02,128.36536219753,0.50016942892129,-0.0015062046110863,2.4577550258509e-06,0.0
C7H14,"3,4-dimethylpent-2-ene",24910-63-2,149.05,449.21,123.36977304034,0.47826976201575,-0.0014626802483142,2.389440832335e-06,0.0
C7H14,"1,1,2,2-tetramethylcyclopropane",4127-47-3,167.25,446.85,127.96654698703,0.57106294440661,-0.0017626262195186,2.7462844069879e-06,0.0
C7H14,"1,1-diethylcyclopropane",1003-19-6,167.25,445.9,127.10455167586,0.5542010541716,-0.0017053448920535,2.6712624277754e-06,0.0
C7H14Br2,"1,1-dibromoheptane",59104-79-9,272.75,597.6,187.25230315333,0.66730417427108,-0.0015731050453532,1.8989350814808e-06,0.0
C7H14Br2,"1,2-dibromoheptane",42474-21-5,293.8,600.6,159.9782562848,0.69401684992437,-0.001645085949974,1.9079026577358e-06,0.0
C7H14Br2,"1,5-dibromoheptane",1622-10-2,293.8,605.43,162.16625906733,0.8099433371099,-0.0019448103592991,2.2088809736704e-06,0.0
C7H14Br2,"1,7-dibromoheptane",4549-31-9,314.85,618.1,152.31525056406,1.2741284826208,-0.0031084140856936,3.2734639462795e-06,0.0
C7H14Br2,"2,3-dibromoheptane",21266-88-6,293.8,605.43,163.64963376737,0.79936385965635,-0.0019168234352526,2.1780565662333e-06,0.0
C7H14Br2,"3,4-dibromoheptane",21266-90-0,293.8,605.43,163.24548283031,0.80224442985459,-0.001924440137949,2.1864472724824e-06,0.0
C7H14Cl2,"1,1-dichloroheptane",821-25-0,212.99,557.08,177.67027672932,0.58768096194064,-0.001490827142683,1.9979719979128e-06,0.0
C7H14Cl2,"1,2-dichloro-4,4-dimethylpentane",6065-90-3,254.82,551.08,145.23474464359,0.54713569908893,-0.0013542886495847,1.7601205733977e-06,0.0
C7H14Cl2,"1,5-dichloro-3,3-dimethylpentane",62496-53-1,254.82,554.08,144.58884882074,0.61318213385785,-0.001537770489096,1.9680066650603e-06,0.0
C7H14Cl2,"2,4-dichloro-2,4-dimethylpentane",33553-93-4,296.65,554.08,134.04654301523,0.69135176329861,-0.0017139502408459,2.0773221824659e-06,0.0
C7H14Cl2,"1,2-dichloroheptane",10575-87-8,254.82,554.08,143.82944276821,0.61863040650604,-0.0015531657434138,1.9870056276374e-06,0.0
C7H14Cl2,"1,7-dichloroheptane",821-76-1,254.82,554.08,145.64492724932,0.6056193599428,-0.0015164279043315,1.9416535100978e-06,0.0
C7H14Cl2,"2,2-dichloroheptane",65786-09-6,254.82,554.08,149.01924551731,0.58156549457116,-0.0014487661414148,1.8579914352278e-06,0.0
C7H14Cl2,"4,4-dichloroheptane",89796-76-9,254.82,554.08,149.69753312289,0.57675087109843,-0.0014352642097332,1.8412751789189e-06,0.0
C7H14F2,"1,1-difluoroheptane",407-96-5,191.15,474.48,138.94896401946,0.80093534304032,-0.0023959130662882,3.439538785868e-06,0.0
C7H14I2,"1,1-diiodoheptane",66675-46-5,269.27,663.09,204.94621473,0.45768275857643,-0.0009584376916094,1.1450069324075e-06,0.0
C7H14O,1-heptanal,111-71-7,231.0,543.0,79.243,1.2336,-0.0033958,3.8988e-06,0.0
C7H14O,3-methylhexanal,19269-28-4,230.15,509.58,132.32253397183,0.7051690006404,-0.0019012325977325,2.4975397783242e-06,0.0
C7H14O,2-heptanone,110-43-0,238.15,517.8,140.41985524962,0.69420159346133,-0.0018392287500994,2.4658457249188e-06,0.0
C7H14O,3-heptanone,106-35-4,234.15,510.36,136.07229276046,0.74356700824088,-0.0020341962568436,2.7121651451109e-06,0.0
C7H14O,4-heptanone,123-19-3,244.4,435.64,-2146.7356912091,30.740881061957,-0.14673191441361,0.00030625646735398,-2.336845715166e-07
C7H14O,3-methyl-2-hexanone,2550-21-2,203.08,503.51,144.0530663588,0.64759463710843,-0.0018013777462498,2.5379019232987e-06,0.0
C7H14O,4-methyl-2-hexanone,105-42-0,203.08,502.29,145.20521515259,0.63883560474573,-0.0017766314006292,2.5064776426593e-06,0.0
C7H14O,5-methyl-2-hexanone,110-12-3,199.25,509.48,151.11914599803,0.58883053540345,-0.0016112821411699,2.2816258902332e-06,0.0
C7H14O,2-methyl-3-hexanone,7379-12-06 00:00:00,203.08,494.97,140.81263990843,0.67200452554038,-0.0018981753753955,2.6860021786418e-06,0.0
C7H14O,4-methyl-3-hexanone,17042-16-9,203.08,498.63,142.89869958353,0.65616623837182,-0.0018394500728796,2.5988292868679e-06,0.0
C7H14O,5-methyl-3-hexanone,623-56-3,203.08,498.63,143.40823591757,0.65229941989672,-0.0018272544332634,2.582199207011e-06,0.0
C7H14O,3-ethyl-2-pentanone,6137-03-07 00:00:00,203.08,501.07,143.80807483133,0.64934518772272,-0.0018123762253416,2.5573760177605e-06,0.0
C7H14O,"3,3-dimethyl-2-pentanone",20669-04-9,220.5,496.41,137.32220101398,0.63481222627413,-0.0017479813312813,2.444151508427e-06,0.0
C7H14O,"3,4-dimethyl-2-pentanone",565-78-6,188.08,495.92,147.1168896075,0.5898011336358,-0.0016559284847954,2.4147747543564e-06,0.0
C7H14O,"4,4-dimethyl-2-pentanone",590-50-1,209.15,489.53,139.01372689037,0.62132289897487,-0.0017371551489211,2.4796018626423e-06,0.0
C7H14O,"2,2-dimethyl-3-pentanone",564-04-5,228.15,489.53,131.68588120416,0.67888412078158,-0.0018899058884553,2.6208848248069e-06,0.0
C7H14O,"2,4-dimethyl-3-pentanone",565-80-0,206.0,518.0,85.991,1.1369,-0.0033568,4.1558e-06,0.0
C7H14O,1-methylcyclohexanol,590-67-0,309.15,516.58,25.765616922045,1.8008202382863,-0.0047300895775846,5.1632161284139e-06,0.0
C7H14O,cis-2-methylcyclohexanol,7443-70-1,280.15,536.58,152.6571473539,0.68857303552266,-0.0017756216762077,2.2067622125395e-06,0.0
C7H14O,trans-2-methylcyclohexanol,7443-52-9,269.15,537.33,161.57763728933,0.63353237411222,-0.0016390278723602,2.0587667604989e-06,0.0
C7H14O,cis-3-methylcyclohexanol,5454-79-5,267.65,538.08,142.08796613861,0.77495730248948,-0.0020010458846489,2.5282691601444e-06,0.0
C7H14O,trans-3-methylcyclohexanol,7443-55-2,272.65,538.08,163.93302382412,0.6340811747416,-0.0016413831266346,2.0440994025936e-06,0.0
C7H14O,cis-4-methylcyclohexanol,7731-28-4,260.38,539.58,138.20454890711,0.76648993679468,-0.0019897802755893,2.5226388361227e-06,0.0
C7H14O,trans-4-methylcyclohexanol,7731-29-5,260.38,539.58,154.75404017307,0.68990777070462,-0.0017934774924591,2.2637197925448e-06,0.0
C7H14O,"trans-2-methylcyclohexanol, (-n++)",615-39-4,271.15,537.83,119.65043886484,0.69322077711662,-0.0017893904090047,2.2530097644199e-06,0.0
C7H14O,1-hepteN-4-ol,3521-91-3,251.15,513.13,166.63950084926,0.66048879473199,-0.0017503181229997,2.2775154334264e-06,0.0
C7H14O,"2-hepteN-4-ol, (-n++)",115113-98-9,251.15,513.58,166.46560715365,0.67536324153774,-0.0017932024409585,2.3277493288379e-06,0.0
C7H14O,3-hepteN-2-ol,98991-54-9,251.15,512.33,166.848455344,0.63537317140043,-0.0016780082551254,2.1926242340691e-06,0.0
C7H14O,6-hepteN-2-ol,24395-10-6,251.15,512.33,164.51374860089,0.65236042247562,-0.0017274351061538,2.2553961376425e-06,0.0
C7H14O,6-hepteN-3-ol,19781-77-2,251.15,512.33,165.08371391042,0.64820685996461,-0.0017153366798262,2.2400377874345e-06,0.0
C7H14O,cis-2-hepteN-1-ol,55454-22-3,251.15,526.08,178.97881274719,1.0104181008189,-0.0027583423934744,3.3784007399451e-06,0.0
C7H14O,trans-2-hepteN-1-ol,33467-76-4,251.15,526.08,176.75090636673,1.0275771107195,-0.0028088324093769,3.4387766688363e-06,0.0
C7H14O,2-methyl-3-hexeN-2-ol,18812-62-9,251.15,512.33,163.71500450396,0.65818821527964,-0.0017444242299922,2.2769558351172e-06,0.0
C7H14O,2-methyl-4-hexeN-3-ol,4798-60-1,251.15,506.83,157.68748367836,0.5464897011924,-0.0014248513315824,1.9109243113296e-06,0.0
C7H14O,2-methyl-5-hexeN-2-ol,16744-89-1,251.15,508.33,160.68243435916,0.56567127061086,-0.0014791966239802,1.9700949755587e-06,0.0
C7H14O,3-methyl-3-hexeN-2-ol,110383-31-8,251.15,512.33,162.56862783211,0.66656665751589,-0.0017688773624124,2.3079730388095e-06,0.0
C7H14O,3-methyl-4-hexeN-3-ol,60111-14-0,251.15,512.33,150.74767140268,0.75391138273917,-0.002025675552721,2.6327140212501e-06,0.0
C7H14O,3-methyl-5-hexeN-3-ol,1569-44-4,251.15,506.58,158.69239922394,0.53272153168296,-0.0013852254843076,1.8611450854651e-06,0.0
C7H14O,4-methyl-5-hexeN-3-ol,1838-77-3,251.15,507.33,157.84869376883,0.55873878066843,-0.001459930470282,1.9527592357299e-06,0.0
C7H14O,5-methyl-1-hexeN-3-ol,4798-46-3,251.15,499.58,148.80888634365,0.42861362292296,-0.0010902356453525,1.5170110668032e-06,0.0
C7H14O,5-methyl-2-hexenol,77053-92-0,251.15,521.58,176.98995590173,0.85947194870385,-0.0023219683758735,2.9043195781117e-06,0.0
C7H14O,isopentyl vinyl ether,39782-38-2,250.0,473.33,134.24702288448,0.82339268758725,-0.0023316390536161,3.1557202729474e-06,0.0
C7H14O,1-hepteN-3-ol,4938-52-7,251.15,514.33,168.19847639284,0.68559312992361,-0.0018222465155983,2.3576375176966e-06,0.0
C7H14O,cis-4-hepteN-1-ol,6191-71-5,251.15,512.33,162.72257095641,0.66544057162015,-0.0017655888618796,2.3038027830515e-06,0.0
C7H14O,methylcyclohexanol,25639-42-3,223.25,537.83,135.32967311038,0.57596847644339,-0.0015042876724335,2.0242021765671e-06,0.0
C7H14O,2-methylcyclohexanol; (cis+trans),583-59-5,223.25,537.83,135.32967311038,0.57596847644339,-0.0015042876724335,2.0242021765671e-06,0.0
C7H14O,4-methylcyclohexanol; (cis+trans),589-91-3,223.25,540.08,137.89810114012,0.6151591517303,-0.0016170657502249,2.1525546816715e-06,0.0
C7H14O,3-methylcyclohexanol; (cis+trans),591-23-1,199.25,537.63,141.66426526489,0.52349126880395,-0.0013754591236847,1.9183073865114e-06,0.0
C7H14O,tert-pentyl vinyl ether,29281-39-8,230.0,470.08,141.20053504897,0.69746904631821,-0.0019733368605737,2.7951743919913e-06,0.0
C7H14O,1-(2-propenyloxy)butane,3739-64-8,230.0,492.33,130.68936656081,1.3334200947838,-0.0039435101419589,5.0109771402494e-06,0.0
C7H14O2,heptanoic acid,111-14-8,267.0,612.0,72.739,1.3618,-0.0033044,3.3289e-06,0.0
C7H14O2,2-ethyl-2-methylbutanoic acid,19889-37-3,229.49,580.08,165.06021800414,0.49019078260562,-0.0011883229944166,1.5368621197134e-06,0.0
C7H14O2,"2-ethylpentanoic acid, (-n++)",116908-83-9,229.49,581.18,161.53431408206,0.54408533933581,-0.0013374340911769,1.7156112134834e-06,0.0
C7H14O2,2-methylhexanoic acid,22160-12-9,229.49,584.33,164.3268436092,0.61166585720061,-0.0015239808475566,1.9244733022261e-06,0.0
C7H14O2,3-methylhexanoic acid,3780-58-3,229.49,583.08,166.93374501985,0.55768738290719,-0.0013737025857129,1.7487166640729e-06,0.0
C7H14O2,"4-methylhexanoic acid, (-n++)",22160-41-4,193.15,585.33,180.15625547979,0.52753409565298,-0.0013252156921528,1.7538742258625e-06,0.0
C7H14O2,5-methylhexanoic acid,628-46-6,229.49,584.58,169.81016520814,0.57943122928274,-0.0014331595901223,1.8121068651128e-06,0.0
C7H14O2,hexyl formate,629-33-4,230.53,520.48,147.54941798889,0.70167845381537,-0.0018834634705448,2.5155773305227e-06,0.0
C7H14O2,pentyl acetate,628-63-7,202.35,510.08,153.50001037057,0.68585628474935,-0.0018993674555332,2.6416929651322e-06,0.0
C7H14O2,1-methylbutyl acetate,626-38-0,195.48,492.58,153.49955448933,0.69888512604203,-0.0019944005201257,2.8406607425646e-06,0.0
C7H14O2,2-methylbutyl acetate,624-41-9,195.48,501.08,156.87220063932,0.67301216439016,-0.001891124939094,2.6816685836991e-06,0.0
C7H14O2,3-methylbutyl acetate,123-92-2,194.65,507.13,151.30455313326,0.60293565249522,-0.0016475788216182,2.3667262588231e-06,0.0
C7H14O2,1-ethylpropyl acetate,620-11-1,195.48,491.08,152.17208500349,0.71412770166871,-0.0020474695316375,2.9149158726681e-06,0.0
C7H14O2,"1,1-dimethylpropyl acetate",625-16-1,212.9,484.58,140.94052250788,0.75481839287748,-0.0021580260344247,3.0317863312507e-06,0.0
C7H14O2,"1,2-dimethylpropyl acetate",5343-96-4,180.48,488.83,158.53298665458,0.63263470315655,-0.0018143231481071,2.6662572007535e-06,0.0
C7H14O2,"2,2-dimethylpropyl acetate",926-41-0,212.9,489.08,143.78061962107,0.71849757846175,-0.0020338125378743,2.8501501134934e-06,0.0
C7H14O2,sec-pentyl acetate (R),54638-10-7,198.72,499.26,138.9577666454,0.68701273675686,-0.0019636320732579,2.7352180640168e-06,0.0
C7H14O2,butyl propanoate,590-01-2,183.63,506.88,162.5823596629,0.64734374306545,-0.0018216841350992,2.6034282205017e-06,0.0
C7H14O2,2-methylpropyl propanoate,540-42-1,201.75,500.88,152.63491397116,0.63079266412657,-0.0017457812438134,2.4837580266184e-06,0.0
C7H14O2,1-methylpropyl propanoate,591-34-4,195.48,492.58,164.13195872822,0.74462610977416,-0.0021243493949747,3.0260067877749e-06,0.0
C7H14O2,"1,1-dimethylethyl propanoate",20487-40-5,212.9,485.78,122.76613596945,1.295290984887,-0.0039163994693216,5.1604266978263e-06,0.0
C7H14O2,propyl butanoate,105-66-8,177.95,505.23,160.36010862921,0.62507288665208,-0.0017488261140908,2.5489064952559e-06,0.0
C7H14O2,1-methylethyl butanoate,638-11-9,195.48,489.08,150.74132486651,0.72783571759875,-0.0020992195746017,2.9843536240235e-06,0.0
C7H14O2,1-methylethyl isobutanoate,617-50-5,186.72,488.93,139.83500270231,0.47317184628173,-0.001303213583168,1.9597755684131e-06,0.0
C7H14O2,propylisobutanoate,644-49-5,186.72,496.28,140.19663074151,0.60838115513744,-0.0017330940443214,2.4999124025361e-06,0.0
C7H14O2,ethyl isopentanoate,108-64-5,173.85,497.7,160.19559606484,0.56818115638835,-0.0015971282630908,2.3739271395745e-06,0.0
C7H14O2,ethyl tert-pentanoate,3938-95-2,183.65,486.03,177.53465498776,0.61736647593372,-0.0017164573901971,2.5950953790029e-06,0.0
C7H14O2,"ethyl 2-methylbutanoate, (+)",10307-61-6,186.72,494.58,141.00016672159,0.568746593443,-0.0016064772368885,2.3401636725416e-06,0.0
C7H14O2,ethyl pentanoate,539-82-2,181.95,503.6,149.22988134276,0.64379309196903,-0.0018433004611999,2.6216557928964e-06,0.0
C7H14O2,methyl 2-ethylbutanoate,816-11-5,186.72,496.58,141.4355364138,0.60492460509797,-0.0017218336565154,2.4811349118332e-06,0.0
C7H14O2,methyl hexanoate,106-70-7,202.15,505.3,141.51546743712,0.74027822308713,-0.0021116053340575,2.8889968931442e-06,0.0
C7H14O2,ethyl sec-pentanoate,7452-79-1,185.98,496.93,144.50897133716,0.54432591685111,-0.001520178978414,2.2260494034646e-06,0.0
C7H14O2,"2-methylhexanoic acid, (-n++)",4536-23-6,229.49,581.33,163.8655409537,0.53162210331589,-0.0013024673195015,1.6714791243691e-06,0.0
C7H14O2,neoheptanoic acid,1185-39-3,229.49,553.9,121.79821105792,0.24115981835483,-0.00052596962849672,7.7517429156417e-07,0.0
C7H14O3,ethyl-3-ethoxypropionate,763-69-9,250.0,523.58,135.25881360687,1.001080013316,-0.0026984637168631,3.4401693349189e-06,0.0
C7H14S,thiacyclooctane,6572-99-2,256.18,599.0,150.46294143618,0.26779712072854,-0.00055125575901832,7.4823478111676e-07,0.0
C7H14S,2-ethylthiacyclohexane,1613-52-1,258.98,536.68,142.11958469411,0.42318813783315,-0.0010196780771164,1.3781645606972e-06,0.0
C7H14S,3-ethylthiacyclohexane,61568-48-7,258.98,536.68,142.11958469411,0.42318813783315,-0.0010196780771164,1.3781645606972e-06,0.0
C7H14S,4-ethylthiacyclohexane,40324-31-0,258.98,536.68,142.11958469411,0.42318813783315,-0.0010196780771164,1.3781645606972e-06,0.0
C7H15Br,1-bromoheptane,629-04-9,218.0,586.0,122.264,0.86306,-0.0022453,2.562e-06,0.0
C7H15Br,2-bromoheptane,1974-04-05 00:00:00,320.15,545.08,147.21546758681,0.60092424535768,-0.001449317039966,1.7630248123763e-06,0.0
C7H15Br,4-bromoheptane,998-93-6,268.6,542.58,157.41160726946,0.47321583301262,-0.0011343736349697,1.4971440042637e-06,0.0
C7H15Cl,1-chloroheptane,629-06-1,203.65,527.33,153.41129039317,0.57759120108754,-0.0015393275412544,2.136164227042e-06,0.0
C7H15Cl,"2-chloro-2,3-dimethylpentane",59889-45-1,306.4,517.25,123.76076665375,0.68379592169621,-0.0017414822840185,2.193485652896e-06,0.0
C7H15Cl,"2-chloro-2,4-dimethylpentane",35951-33-8,306.4,511.11,122.94350915118,0.57255726264199,-0.0014378600934167,1.863185254701e-06,0.0
C7H15Cl,"3-chloro-2,3-dimethylpentane",595-38-0,306.4,511.11,119.64528018826,0.59588881126004,-0.0015034619852362,1.9451932297554e-06,0.0
C7H15Cl,"4-chloro-2,2-dimethylpentane",33429-72-0,306.4,511.11,123.02701930586,0.57196848111565,-0.0014362085375098,1.8611184617553e-06,0.0
C7H15Cl,3-chloro-3-ethylpentane,994-25-2,306.4,518.86,122.09216983796,0.72857689235839,-0.0018649422192745,2.3304551826963e-06,0.0
C7H15Cl,2-chloroheptane,1001-89-4,306.4,517.25,124.38930392819,0.67926918345808,-0.0017287383976972,2.1779504672998e-06,0.0
C7H15Cl,3-chloroheptane,999-52-0,306.4,519.11,124.51939415549,0.71610239877356,-0.0018293239907009,2.2853310010585e-06,0.0
C7H15Cl,4-chloroheptane,998-95-8,306.4,519.11,124.2289422879,0.71820622106234,-0.0018352501806518,2.2924997157345e-06,0.0
C7H15Cl,1-chloro-3-methylhexane,101257-63-0,306.4,522.61,123.59871443797,0.79653630804336,-0.0020496420565646,2.5202873598235e-06,0.0
C7H15Cl,2-chloro-2-methylhexane,4398-65-6,306.4,514.61,124.08644427399,0.62989137705059,-0.0015939460753423,2.0324907049147e-06,0.0
C7H15Cl,2-chloro-5-methylhexane,58766-17-9,306.4,516.11,124.64982765464,0.65496579290602,-0.0016621648221023,2.1052339688917e-06,0.0
C7H15Cl,3-chloro-3-methylhexane,43197-78-0,306.4,514.61,122.12042469115,0.64394164429348,-0.0016334784259611,2.0812048275581e-06,0.0
C7H15Cl,"2-chloro-2,3,3-trimethylbutane",918-07-0,409.15,517.25,74.793223988622,1.0611492009788,-0.0026852673042859,2.9615308631584e-06,0.0
C7H15F,1-fluoroheptane,661-11-0,200.15,473.43,130.15945177392,0.81101414900045,-0.002415548627859,3.4333206687593e-06,0.0
C7H15I,1-iodoheptane,4282-40-0,234.95,561.83,135.38680248855,0.75711186989358,-0.0019555877576742,2.4343578145399e-06,0.0
C7H15I,2-iodoheptane,18589-29-2,224.95,561.83,164.35495851409,0.53070595276663,-0.0013643912145928,1.7254517473968e-06,0.0
C7H15I,3-iodoheptane,31294-92-5,224.95,561.83,159.27003856674,0.56786073524177,-0.0014706993630267,1.8558989360271e-06,0.0
C7H15I,4-iodoheptane,31294-93-6,224.95,561.83,160.66534152216,0.55762410262944,-0.0014413278589206,1.8198968304637e-06,0.0
C7H15N,N-methylcyclohexylamine,100-60-7,264.65,522.0,131.61572454325,0.58091882985949,-0.0014919410501246,1.9562438768037e-06,0.0
C7H15NO,2-piperidineethanol,1484-84-0,303.15,490.9,2284.5684259854,-23.498152096406,0.098349062564772,-0.0001750090472993,1.1480216125341e-07
C7H15NO2,1-nitroheptane,693-39-0,311.76,580.73,130.84326940448,1.1246048686693,-0.0027329206918222,2.9839016337057e-06,0.0
C7H16,heptane,142-82-5,198.15,520.0,1251.2852455114,-13.347096761999,0.061092865201967,-0.00011924790543844,8.6474581843524e-08
C7H16,2-methylhexane,591-76-4,156.0,477.0,118.184,0.71284,-0.0023129,3.4493e-06,0.0
C7H16,3-methylhexane,589-34-4,153.75,450.13,143.97424449941,0.47599437501892,-0.001459953920562,2.3637544791326e-06,0.0
C7H16,"3-methylhexane, (S)-",6131-24-4,156.0,487.0,116.451,0.70991,-0.0022627,3.3492e-06,0.0
C7H16,"2,2-dimethylpentane",590-35-2,150.0,468.0,115.052,0.65774,-0.0021698,3.3303e-06,0.0
C7H16,"2,3-dimethylpentane",565-59-3,201.0,484.0,85.488,0.93231,-0.0028826,3.7624e-06,0.0
C7H16,"2,4-dimethylpentane",108-08-7,155.0,468.0,118.526,0.70061,-0.0023161,3.4981e-06,0.0
C7H16,"3,3-dimethylpentane",562-49-2,140.0,483.0,118.692,0.60252,-0.001934,3.0327e-06,0.0
C7H16,"2,2,3-trimethylbutane",464-06-2,250.0,478.0,0.826,1.7037,-0.005065,5.8856e-06,0.0
C7H16,"3-methylhexane, (S)-",6131-24-4,154.15,448.78,133.64953754179,0.56951598740136,-0.0017700021106462,2.8128214671443e-06,0.0
C7H16O,1-heptanol,111-70-6,243.65,467.77,7270.4863771375,-86.524448078123,0.38465642469382,-0.00073154483881504,5.0859314031853e-07
C7H16O,2-heptanol,543-49-7,243.0,510.18,149.79667000063,1.0382908428546,-0.0029416415798689,3.6982313489515e-06,0.0
C7H16O,3-heptanol,589-82-2,203.15,507.84,152.09420658407,1.0025403321948,-0.0029134948443849,3.8928288329615e-06,0.0
C7H16O,4-heptanol,589-55-9,241.15,505.48,150.55293994653,1.1885657270116,-0.0033911729582167,4.3061799680967e-06,0.0
C7H16O,2-methyl-1-hexanol,624-22-6,213.97,515.28,150.75467153376,1.0130780898893,-0.0028915346515488,3.7895090357494e-06,0.0
C7H16O,3-methyl-1-hexanol,13231-81-7,213.97,525.92,158.5460742918,0.95481340252204,-0.002677957800015,3.4899605470186e-06,0.0
C7H16O,4-methyl-1-hexanol,818-49-5,213.97,527.1,160.14294851828,0.94267756805012,-0.0026370723370359,3.435284180319e-06,0.0
C7H16O,5-methyl-1-hexanol,627-98-5,213.97,525.08,143.82382951584,1.0489194618251,-0.0029251834470825,3.8378632521117e-06,0.0
C7H16O,2-methyl-2-hexanol,625-23-0,231.39,494.77,131.16423786263,1.0894493943704,-0.0031483134966829,4.1183707979279e-06,0.0
C7H16O,3-methyl-2-hexanol,2313-65-7,198.97,503.98,153.43650919414,0.9539533766048,-0.0027807530675167,3.7669749201715e-06,0.0
C7H16O,4-methyl-2-hexanol,2313-61-3,198.97,502.79,153.48377018148,0.9532523870937,-0.0027822678340652,3.7723879061916e-06,0.0
C7H16O,5-methyl-2-hexanol,627-59-8,198.97,502.79,154.78694462194,0.94275926193468,-0.0027485030009006,3.7280119756827e-06,0.0
C7H16O,2-methyl-3-hexanol,617-29-8,198.97,495.68,147.49622102529,1.0000702840052,-0.0029572250163033,4.024020946596e-06,0.0
C7H16O,3-methyl-3-hexanol,597-96-6,231.39,494.77,128.77338473718,1.1086807093929,-0.0032088387472663,4.1952409298504e-06,0.0
C7H16O,4-methyl-3-hexanol,615-29-2,198.97,500.42,151.14871168528,0.97150134883071,-0.0028487820091058,3.8667790647663e-06,0.0
C7H16O,5-methyl-3-hexanol,623-55-2,198.97,499.24,148.55595301409,0.99224251365597,-0.0029198196333916,3.9637997188489e-06,0.0
C7H16O,2-ethyl-1-pentanol,27522-11-8,213.97,518.83,152.32290988542,1.0016792565803,-0.0028448018336871,3.7201975699622e-06,0.0
C7H16O,3-ethyl-1-pentanol,66225-51-2,213.97,518.83,152.13046816869,1.0032133879854,-0.0028495935971054,3.7262720974522e-06,0.0
C7H16O,"2,2-dimethyl-1-pentanol",2370-12-09 00:00:00,231.39,506.9,137.36334028849,1.0408181445653,-0.0029547663042889,3.838223131973e-06,0.0
C7H16O,"2,3-dimethyl-1-pentanol",10143-23-4,198.97,518.2,161.37672567818,0.89500190212257,-0.0025499404329824,3.426334565294e-06,0.0
C7H16O,"2,4-dimethyl-1-pentanol",6305-71-1,198.97,512.28,160.63264725369,0.89886030847538,-0.0025792946398963,3.4801735250472e-06,0.0
C7H16O,"3,3-dimethyl-1-pentanol",19264-94-9,231.39,521.17,148.92955805852,0.9523185912129,-0.0026385907994711,3.4037929803896e-06,0.0
C7H16O,"3,4-dimethyl-1-pentanol",6570-87-2,198.97,519.39,163.37123652229,0.87964394480974,-0.002498102244613,3.355863086466e-06,0.0
