Formula,Name,CAS,Tmin,Tmax,A,B,C,D,E,F,G
C56H52ClO5P2Rh,"rhodium (I) perchlorate tetrahydrofuran (1:1) complex, [(R)-(+)-2,2′-bis(diphenylphosphino)-1,1′-binaphthyl](1,5-cyclooctadiene)",149368-07-0,150.0,1500.0,1406.7389298748,-10.72535864262,0.052902411005786,-9.8697027010104E-05,9.2628590744875E-08,-4.3377632885823E-11,8.0486478583028E-15
C56H52ClO5P2Rh,"rhodium (I) perchlorate tetrahydrofuran complex, [(S)-(-)-2,2-bis(diphenylphosphino)-1,1′-binaphthyl](1,5-cyclooctadiene)",149022-25-3,150.0,1500.0,1406.7389298748,-10.72535864262,0.052902411005786,-9.8697027010104E-05,9.2628590744875E-08,-4.3377632885823E-11,8.0486478583028E-15
C72H61P4Rh,"rhodium (I), hydridotetrakis(triphenylphosphine)",18284-36-1,150.0,1500.0,1688.7015236075,-13.263029241637,0.065259865262479,-0.00012202413898694,1.1471040505066E-07,-5.375472064505E-11,9.9736870372492E-15
C88H64ClO4P4Rh,"rhodium (I) perchlorate, bis[(R)-(-)2,2′-bis(diphenylphosphino)-1,1′-binaphthyl]",95156-21-1,150.0,1500.0,2037.4089425683,-16.032563853368,0.078936845119817,-0.00014773327537387,1.3881412135754E-07,-6.4974327141621E-11,1.203816094937E-14
Cl3Rh,rhodium (III) chloride,10049-07-7,150.0,1500.0,51.404405593775,0.11800995505653,-0.00014932394167957,3.1674525080732E-08,8.6243828203268E-11,-7.1750194143604E-14,1.6911421888783E-17
Cl3H15N5Rh,"rhodium (III), chloropentaammine chloride",13820-95-6,150.0,1500.0,223.14906971059,-0.78649887191527,0.0044314340098781,-8.1420137012206E-06,7.6186497737389E-09,-3.6202599211312E-12,6.8870964096323E-16
F3Rh,rhodium (III) fluoride,60804-25-3,150.0,1500.0,54.855404688404,-0.094620268081104,0.00077196047210543,-1.6850791783186E-06,1.7243512432283E-09,-8.5433874745115E-13,1.6484107383363E-16
F4Rh,rhodium (IV) fluoride,60617-65-4,150.0,1500.0,70.895514634656,-0.19217149220631,0.0012818611703247,-2.6683664974806E-06,2.662881104607E-09,-1.29866654921E-12,2.4793674933845E-16
F6Rh,rhodium (VI) fluoride,13693-07-7,150.0,1500.0,102.97573452539,-0.38727394042694,0.0023016625666091,-4.6349411354538E-06,4.5399408269738E-09,-2.1873221525191E-12,4.1412810030537E-16
H4N3O11Rh,rhodium (III) nitrate dihydrate,13465-43-5,150.0,1500.0,214.14700012112,-0.7911643672038,0.0044458121957656,-8.2218024287817E-06,7.5726618234115E-09,-3.5078470274182E-12,6.4936280412978E-16
H4O4Rh,rhodium (IV) oxide dihydrate,12137-27-8,150.0,1500.0,86.268428376016,-0.20610526324191,0.0013169568962012,-2.4612322134217E-06,2.3128870942984E-09,-1.1017670585017E-12,2.1016211629697E-16
I3Rh,rhodium (III) iodide,15492-38-3,150.0,1500.0,50.780779167744,0.20529317807154,-0.00057252936658524,9.6142475120617E-07,-9.0513802952737E-10,4.3273372088194E-13,-8.1595033217626E-17
N3O9Rh,rhodium (III) nitrate,10139-58-9,150.0,1500.0,160.086373937,-0.50598392594473,0.0030021727018025,-5.650773813516E-06,5.2184880628722E-09,-2.4065478733216E-12,4.4212847418723E-16
ORh,rhodium monoxide,12137-18-7,150.0,1500.0,19.471438524083,0.13855429110015,-0.00044221210987041,6.872895898561E-07,-5.6626250285327E-10,2.3908837632597E-13,-4.0759083084664E-17
O2Rh,rhodium (IV) oxide,12137-27-8,150.0,1500.0,32.207802192723,0.079075178003335,-0.00012668259769148,1.0979640168594E-07,-4.1286666066839E-11,-4.6790449707763E-16,2.9277863730984E-18
RhS2,rhodium (IV) sulphide,12038-73-2,150.0,1500.0,36.859317341864,0.10178264557595,-0.00017863861040598,1.5127739061797E-07,-5.5401264963398E-11,2.4722112280734E-15,2.2183106050781E-18
RhSe2,rhodium (IV) selenide,12038-76-5,150.0,1500.0,35.568075202108,0.22771550163205,-0.00069665322170401,1.0424175354414E-06,-8.3553934651993E-10,3.461543284416E-13,-5.8292872496246E-17
RhTe2,rhodium (IV) telluride,12038-80-1,150.0,1500.0,35.568075202108,0.22771550163205,-0.00069665322170401,1.0424175354414E-06,-8.3553934651993E-10,3.461543284416E-13,-5.8292872496246E-17
C4Cl2O4Rh2,rhodium carbonyl chloride,14523-22-9,150.0,1500.0,167.23439934681,-0.67346021945721,0.0038411875552284,-7.4599687339453E-06,7.0797907024858E-09,-3.3155746519954E-12,6.1246094835885E-16
C8H12O8Rh2,rhodium (II) acetate dimer,15956-28-2,150.0,1500.0,339.5218125521,-1.9517636048035,0.010036090367161,-1.8677520003807E-05,1.7465660284823E-08,-8.1762487722493E-12,1.5207299163786E-15
C8H16Cl2Rh2,"dirhodium (I), μ-dichlorotetraethylene",12081-16-2,150.0,1500.0,295.99835588867,-1.6955018814115,0.0087300465273981,-1.6295688908606E-05,1.5355063792284E-08,-7.248915020518E-12,1.3586671350128E-15
C8O8Rh2,dirhodium octacarbonyl,29658-60-4,150.0,1500.0,253.75811601761,-1.4530969597078,0.0075983489588566,-1.4429393288176E-05,1.3552994025182E-08,-6.309688995562E-12,1.1611481434324E-15
C12H20Cl2Rh2,"rhodium (I), chloro(1,5-hexadiene) dimer",32965-49-4,150.0,1500.0,389.94407056036,-2.4567933504841,0.012443282139082,-2.3193255118272E-05,2.1817573967308E-08,-1.0273920734426E-11,1.9200390263014E-15
C14H16Cl2Rh2,"rhodium (I) chloride dimer, (bicyclo[2.2.1]hepta-2,5-diene)",12257-42-0,150.0,1500.0,394.03507963145,-2.5881057625162,0.013081029241002,-2.4517974865824E-05,2.3092495925602E-08,-1.0853143703362E-11,2.0209340855399E-15
C16H24Cl2Rh2,"rhodium (I), chloro(1,5-cyclooctadiene) dimer",12092-47-6,150.0,1500.0,483.88978521417,-3.2180848192582,0.016156517749231,-3.0090821324465E-05,2.8280084138479E-08,-1.3298926446282E-11,2.4814109171706E-15
C20H30Cl4Rh2,"rhodium (III) dichloride dimer, pentamethylcyclopetadienyl",12354-85-7,150.0,1500.0,621.9090031554,-4.1158363623035,0.020681655384422,-3.8518480826299E-05,3.6179693473418E-08,-1.7001955359702E-11,3.1702846874235E-15
C32H56Cl2Rh2,"rhodium (I), chlorobis(cyclooctene) dimer",12279-09-3,150.0,1500.0,974.02423929394,-6.9281395559109,0.034259782074941,-6.3345255120163E-05,5.9347013187987E-08,-2.7887695672573E-11,5.2063408466133E-15
C32H60O8Rh2,rhodium (II) octanoate dimer,73482-96-9,150.0,1500.0,1074.7234936378,-7.5168457092102,0.037190986852748,-6.8559170690539E-05,6.4066053851459E-08,-3.0059402607594E-11,5.6081248097016E-15
H10O8Rh2,rhodium (III) oxide pentahydrate,39373-27-8,150.0,1500.0,194.51223149324,-0.67851398949521,0.0038284898494281,-7.0064509456372E-06,6.4969730683027E-09,-3.0595172347477E-12,5.7777702067696E-16
O3Rh2,rhodium (III) oxide,12036-35-0,150.0,1500.0,59.360666031817,0.03443711367241,0.00021939111441079,-5.7887940721084E-07,6.1153866665019E-10,-3.0626934933791E-13,5.9691195785155E-17
O12Rh2S3,rhodium (III) sulfate,10489-46-0,150.0,1500.0,219.17430278391,-0.64525104220931,0.003927811241893,-7.4465761827778E-06,6.8900768107682E-09,-3.1765345461738E-12,5.8286941573817E-16
Rh2S3,rhodium (III) sulphide,12067-06-0,150.0,1500.0,66.33793875599,0.068498315023455,0.0001414570953805,-5.1665792390878E-07,5.9036676841395E-10,-3.0185917580898E-13,5.8626982145311E-17
C12O12Rh4,rhodium dodecacarbonyl,19584-30-6,150.0,1500.0,398.89438686191,-2.2564005686366,0.011822210549828,-2.2443255253777E-05,2.1066884453031E-08,-9.8032235687567E-12,1.8035600015157E-15
F20Rh4,rhodium (V) fluoride,41517-05-9,150.0,1500.0,370.78677426327,-1.7084679315288,0.0095319049396318,-1.873451146179E-05,1.8062907369509E-08,-8.6066468667691E-12,1.6166971767398E-15
C16O16Rh6,rhodium carbonyl,28407-51-4,150.0,1500.0,544.03065770544,-3.059704177554,0.01604607214076,-3.0457117219331E-05,2.8580774880866E-08,-1.329675814196E-11,2.4459718596034E-15
Rn,radon,10043-92-2,150.0,1500.0,20.786,0.0,0.0,0.0,0.0,0.0,0.0
Ru,ruthenium,7440-18-8,150.0,1500.0,21.441727557322,-0.020395674158145,0.00011207815923728,-1.81272548047E-07,1.4025247376055E-10,-5.4298670623456E-14,8.5537322744704E-18
Br2Ru,ruthenium (II) bromide,59201-36-4,150.0,1500.0,37.77516814199,0.14931836845137,-0.00035864858143317,4.3308146465306E-07,-2.7487822664631E-10,8.5718133819186E-14,-9.9963269874325E-18
Br3Ru,ruthenium (III) bromide,14014-88-1,150.0,1500.0,53.295214785965,0.12496085056688,-0.00015910206106544,1.7230807832388E-08,1.3330182999822E-10,-1.1074512792408E-13,2.7228485806011E-17
C4H3O4Ru,"ruthenium, acetatodicarbonyl",26317-70-4,150.0,1500.0,144.47926948616,-0.75961896343295,0.0040144669206227,-7.5887456238524E-06,7.1451196599715E-09,-3.3490395315041E-12,6.2170826873167E-16
C5O5Ru,ruthenium pentacarbonyl,16406-48-7,150.0,1500.0,152.11416297361,-0.84319872869411,0.0044457248659184,-8.4745881250599E-06,7.9815009530399E-09,-3.7226606480813E-12,6.8587751992853E-16
C8H12Cl2Ru,"ruthenium (II) chloride, (1,5-cyclooctadiene)",50982-13-3,150.0,1500.0,252.99395687368,-1.5441207151506,0.0078869218580657,-1.4768464049393E-05,1.392299220987E-08,-6.5604832643051E-12,1.2257300040834E-15
C10H10Ru,"ruthenium, bis(cyclopentadienyl)",1287-13-4,150.0,1500.0,241.5993615271,-1.7051952683585,0.0085253474065139,-1.597913274468E-05,1.5065037096303E-08,-7.0838696267619E-12,1.3189837755036E-15
C10H15Cl2Ru,"ruthenium (III) polymer, dichloro(pentamethylcyclopentadienyl)",82091-73-4,150.0,1500.0,307.11378891532,-1.966322003354,0.009946684780798,-1.85712577128E-05,1.7480302817838E-08,-8.2285327686864E-12,1.5363810973442E-15
C12H26Cl4N3Ru,tetraethylammonium bis(acetonitrile)tetrachlororuthenate (III),74077-58-0,150.0,1500.0,486.91299853542,-2.9430219999764,0.014957369143505,-2.7746325919815E-05,2.6015989582089E-08,-1.2237071361373E-11,2.2877175571169E-15
C12H28NO4Ru,tetrapropylammonium perruthenate (VII),114615-82-6,150.0,1500.0,466.77727761001,-3.0448814195891,0.015201121377351,-2.7974763523415E-05,2.6141398502118E-08,-1.2286405977562E-11,2.2983237635701E-15
C15H21O6Ru,ruthenium (III) acetylacetonate,14284-93-6,150.0,1500.0,478.33153515651,-3.2630176060096,0.016278939699285,-3.0190112995741E-05,2.8249362968007E-08,-1.3235744343703E-11,2.4626107430952E-15
C20H20Cl2N4O2Ru,"ruthenium (II) dihydrate, cis-dichlorobis(2,2′-bipyridine)",15746-57-3,150.0,1500.0,583.34796410624,-4.0056715494435,0.020071972198061,-3.7490930674987E-05,3.5169510811419E-08,-1.6464674376441E-11,3.0552156273969E-15
C20H30Ru,"ruthenium, bis(pentamethylcyclopentadienyl)",84821-53-4,150.0,1500.0,547.93339530039,-4.023979478318,0.019839887607754,-3.6763153861674E-05,3.4481867746304E-08,-1.620185039001E-11,3.0220649807515E-15
C26H23Cl2O4PRu,tetraphenylphosphonium acetatodichlorodioxoruthenate,131083-49-3,150.0,1500.0,694.05638121493,-4.9706917255451,0.024790074879234,-4.6396122365059E-05,4.3587570437833E-08,-2.0415976459002E-11,3.7876588514625E-15
C30H36Cl2N6O6Ru,"ruthenium (II) chloride hexahydrate, tris(2,2′-bipyridyl)",14323-06-9,150.0,1500.0,937.85557111903,-6.5086202055112,0.032449482457702,-6.0314294244854E-05,5.6438651977135E-08,-2.6404817676799E-11,4.9021121213876E-15
C37H44N4ORu,"ruthenium (II) carbonyl, 2,3,7,8,12,13,17,18-octaethyl-21H,23H-porphine",41636-35-5,150.0,1500.0,990.13015695864,-7.4192210903443,0.036554098071312,-6.7884095629403E-05,6.360760376104E-08,-2.9803289016871E-11,5.5395437475094E-15
C38H30Cl2O2P2Ru,"ruthenium (II), dicarbonyldichlorobis(triphenylphosphine)",14564-35-3,150.0,1500.0,932.07600096015,-6.9815619612854,0.034636487644656,-6.492049335686E-05,6.1060639426315E-08,-2.8607716694312E-11,5.3053389407201E-15
C41H35ClP2Ru,"ruthenium (II), chlorocyclopentadienylbis(triphenylphosphine)",32993-05-8,150.0,1500.0,976.46673212391,-7.4900089611568,0.036993839669235,-6.9235666670236E-05,6.5117187368543E-08,-3.0524986762279E-11,5.6651386239758E-15
C54H45Cl2P3Ru,"ruthenium (II) dichloride, tris(triphenylphosphine)",15529-49-4,150.0,1500.0,1292.6292341717,-9.919945880282,0.049008716486769,-9.1758472786712E-05,8.6300440664965E-08,-4.0446649229627E-11,7.5042515109851E-15
C54H46ClP3Ru,"ruthenium (II), chlorohydridotris(triphenylphosphine)",55102-19-7,150.0,1500.0,1284.8864320034,-9.9348269515502,0.049009055713564,-9.1701447268639E-05,8.6234002138038E-08,-4.0418730931211E-11,7.5004308680663E-15
C54H46Cl2P2Ru,"ruthenium chloride, [(R)-(+)-2,2′-bis(diphenylphosphino)-1,1′-binaphthyl]chloro(p-cymene)",145926-28-9,150.0,1500.0,1282.3861322459,-9.9077696103105,0.048858371061503,-9.135577180663E-05,8.5860728438872E-08,-4.0228626980843E-11,7.4634527654323E-15
C54H46Cl2P2Ru,"ruthenium chloride, [(S)-(-)-2,2′-bis(diphenylphosphino)-1,1′-binaphthalene]chloro(p-cymene)",130004-33-0,150.0,1500.0,1282.3861322459,-9.9077696103105,0.048858371061503,-9.135577180663E-05,8.5860728438872E-08,-4.0228626980843E-11,7.4634527654323E-15
C55H46ClOP3Ru,"ruthenium (II), carbonylchlorohydridotris(triphenylphosphine)",16971-33-8,150.0,1500.0,1313.9622495988,-10.143073377658,0.050049749008733,-9.3649321443752E-05,8.8048549990453E-08,-4.125899198899E-11,7.6544955618916E-15
C55H47OP3Ru,"ruthenium (II), carbonyldihydridotris(triphenylphosphine)",25360-32-1,150.0,1500.0,1306.2194474402,-10.157954449093,0.050050088236372,-9.359229592756E-05,8.7982111465584E-08,-4.1231073691657E-11,7.6506749191924E-15
C72H62P4Ru,"ruthenate (II), dihydridotetrakis(triphenylphosphine)",19529-00-1,150.0,1500.0,1695.8484982783,-13.304584794714,0.065463010376328,-0.00012237814953862,1.1503646056345E-07,-5.3910267288395E-11,1.0003652184031E-14
Cl2Ru,ruthenium (II) chloride,13465-51-5,150.0,1500.0,36.514628680487,0.1446844381119,-0.00035212983518014,4.4271060949535E-07,-3.0625022785463E-10,1.1171475634596E-13,-1.687436960028E-17
Cl3Ru,ruthenium (III) chloride,10049-08-8,150.0,1500.0,51.404405593775,0.11800995505653,-0.00014932394167957,3.1674525080732E-08,8.6243828203268E-11,-7.1750194143604E-14,1.6911421888783E-17
Cl3H15N5Ru,"ruthenium (III), chloropentaammine chloride",18532-87-1,150.0,1500.0,223.14906971059,-0.78649887191527,0.0044314340098781,-8.1420137012206E-06,7.6186497737389E-09,-3.6202599211312E-12,6.8870964096323E-16
Cl3H18N6Ru,"ruthenium (III), hexaamminechloride",14282-91-8,150.0,1500.0,257.4980025367,-0.96740063735556,0.0053475856004255,-9.7767513470143E-06,9.1251309634376E-09,-4.3299618668437E-12,8.2306928484253E-16
Cl3H2NO2Ru,ruthenium nitrosyl chloride monohydrate,18902-42-6,150.0,1500.0,104.0790910477,-0.14029448284862,0.0011947415560169,-2.4040389377559E-06,2.3166211702126E-09,-1.1050180536441E-12,2.0867965697868E-16
F3Ru,ruthenium (III) fluoride,51621-05-7,150.0,1500.0,54.855404688404,-0.094620268081104,0.00077196047210543,-1.6850791783186E-06,1.7243512432283E-09,-8.5433874745115E-13,1.6484107383363E-16
F4Ru,ruthenium (IV) fluoride,71500-16-8,150.0,1500.0,70.895514634656,-0.19217149220631,0.0012818611703247,-2.6683664974806E-06,2.662881104607E-09,-1.29866654921E-12,2.4793674933845E-16
F5Ru,ruthenium (V) fluoride,14521-18-7,150.0,1500.0,86.935624580155,-0.28972271631913,0.0017917618684815,-3.6516538165037E-06,3.6014109658339E-09,-1.742994350889E-12,3.3103242482711E-16
F6Ru,ruthenium (VI) fluoride,13693-08-8,150.0,1500.0,102.97573452539,-0.38727394042694,0.0023016625666091,-4.6349411354538E-06,4.5399408269738E-09,-2.1873221525191E-12,4.1412810030537E-16
Cl2H18N6Ru,"ruthenium (II), hexaammine chloride",15305-72-3,150.0,1500.0,242.60822562721,-0.94072615436388,0.0051447797072527,-9.365715263342E-06,8.7326369082039E-09,-4.1464969167936E-12,7.8928349344335E-16
I2Ru,ruthenium (II) iodide,59201-41-1,150.0,1500.0,36.098877730606,0.20287325344177,-0.00063426678504836,1.0625440934239E-06,-9.6717146617034E-10,4.4803736627199E-13,-8.2545339652664E-17
I3Ru,ruthenium (III) iodide,13896-65-6,150.0,1500.0,50.780779167744,0.20529317807154,-0.00057252936658524,9.6142475120617E-07,-9.0513802952737E-10,4.3273372088194E-13,-8.1595033217626E-17
O2Ru,ruthenium (IV) oxide,12036-10-1,150.0,1500.0,32.207802192723,0.079075178003335,-0.00012668259769148,1.0979640168594E-07,-4.1286666066839E-11,-4.6790449707763E-16,2.9277863730984E-18
O4Ru,ruthenium (VIII) oxide,20427-56-9,150.0,1500.0,57.680529529093,-0.039883048175119,0.00050437642658884,-1.0451899744798E-06,1.0086650073131E-09,-4.7958046604069E-13,9.0301525267712E-17
RuS2,ruthenium (IV) sulfide,12166-20-0,150.0,1500.0,36.859317341864,0.10178264557595,-0.00017863861040598,1.5127739061797E-07,-5.5401264963398E-11,2.4722112280734E-15,2.2183106050781E-18
RuSe2,ruthenium (IV) selenide,12166-21-1,150.0,1500.0,35.568075202108,0.22771550163205,-0.00069665322170401,1.0424175354414E-06,-8.3553934651993E-10,3.461543284416E-13,-5.8292872496246E-17
RuTe2,ruthenium (IV) telluride,12166-21-1,150.0,1500.0,35.568075202108,0.22771550163205,-0.00069665322170401,1.0424175354414E-06,-8.3553934651993E-10,3.461543284416E-13,-5.8292872496246E-17
C6Cl4O6Ru2,"ruthenium (II) dimer, dichlorotricarbonyl",22594-69-0,150.0,1500.0,255.16558841884,-1.1433020386949,0.0063281859372707,-1.2177789263691E-05,1.1493874531332E-08,-5.3630266748896E-12,9.8816192028999E-16
C9O9Ru2,ruthenium nonacarbonyl,63128-11-0,150.0,1500.0,282.83393365092,-1.6613433864478,0.0086390422572768,-1.6377267470652E-05,1.5367541885769E-08,-7.1499500576958E-12,1.3152128381481E-15
C12H12Cl4Ru2,"ruthenium (II) chloride dimer, benzene",37366-09-9,150.0,1500.0,362.54782668299,-2.1776978862921,0.01122373298599,-2.1183242807257E-05,1.9994117903282E-08,-9.3964774493284E-12,1.7478894269852E-15
C14H10O4Ru2,"ruthenium (II) dimer, dicarbonylcyclopentadienyl",12132-87-5,150.0,1500.0,372.31913219776,-2.5233399260016,0.012718664797312,-2.388181208902E-05,2.2451078027657E-08,-1.051115903565E-11,1.9483190935757E-15
C20H28Cl4Ru2,"ruthenium (II) chloride dimer, (p-cymene)",52462-29-0,150.0,1500.0,607.61505370524,-4.0327252543222,0.02027536514731,-3.7810459701603E-05,3.5527582424124E-08,-1.6690862060379E-11,3.1103543912764E-15
C12O12Ru3,ruthenium dodecacarbonyl,15243-33-1,150.0,1500.0,384.47788668673,-2.2712416173238,0.011791666349505,-2.2332072632155E-05,2.0939034956116E-08,-9.736978404218E-12,1.7904834614555E-15
Cl6H42N14O2Ru3,ruthenium ammoniated oxychloride,11103-72-3,150.0,1500.0,631.26452355547,-2.5839143385714,0.013977363428833,-2.5465112382892E-05,2.3660113312985E-08,-1.1169575172826E-11,2.1128306289923E-15
S,sulfur,7704-34-9,150.0,1500.0,16.018360664425,0.077402678158508,-0.00028467053250453,4.8539998825571E-07,-4.3233975774022E-10,1.9457259796999E-13,-3.489433480649E-17
C6H16O2SSi,3-mercaptopropylmethyldimethoxysilane,31001-77-1,150.0,1500.0,261.28313436631,-1.6137645649317,0.0081260100429484,-1.4953347720506E-05,1.3968322221699E-08,-6.5651292140465E-12,1.2284961005147E-15
C6H16O3SSi,3-mercaptopropyltrimethoxysilane,4420-74-0,150.0,1500.0,274.01949803479,-1.6732436780262,0.008441539555117,-1.5530840908657E-05,1.4493298058469E-08,-6.8046854948628E-12,1.2721829699715E-15
Cl2S,sulfur dichloride,10545-99-0,150.0,1500.0,24.186130969066,0.17424704050091,-0.00041566665207159,5.518698435212E-07,-4.1681793887985E-10,1.6710018620663E-13,-2.7550610249332E-17
Cl4S,sulphur (IV) chloride,13451-08-6,150.0,1500.0,66.939803576644,0.02836904397834,0.00031248925744155,-8.2493163167783E-07,8.6880692496107E-10,-4.2705620319677E-13,8.0952804919441E-17
Cl2OS,thionyl chloride,7719-09-7,150.0,1500.0,64.314870400805,-0.1026974898835,0.00070814167960961,-1.5365853595383E-06,1.577701407541E-09,-7.7935420771538E-13,1.4907317831658E-16
F2S,sulfur (II) fluoride,13814-25-0,150.0,1500.0,29.200532066103,0.048368570624504,8.3444657852932E-05,-3.2927265882164E-07,3.8375985434404E-10,-1.9774802841917E-13,3.8447072354916E-17
F4S,sulfur tetrafluoride,7783-60-0,150.0,1500.0,12.995548799273,0.34796650543816,-0.00056195236812224,4.5709178955385E-07,-1.6881330779554E-10,1.0813675192954E-14,5.7421569310066E-18
BrF5S,sulfur bromide pentafluoride,15607-89-3,150.0,1500.0,103.10129229264,-0.37704666220853,0.002250315694379,-4.5130745454657E-06,4.3996600629565E-09,-2.111298671079E-12,3.985128291385E-16
ClF5S,sulfur chloride pentafluoride,13780-57-9,150.0,1500.0,-9.24884117725,0.60400024585933,-0.00093592376004467,6.8453100241298E-07,-1.7053204763145E-10,-4.4603101110493E-14,2.2424501687682E-17
F6S,sulfur hexafluoride,2551-62-4,150.0,1500.0,-1.2522486549525,0.42777554598718,-0.00023251505865177,-5.717835912346E-07,9.825265677066E-10,-5.7432694468652E-13,1.1884772953691E-16
F6OS,sulfur fluoride hypofluorite,15179-32-5,150.0,1500.0,116.35771926264,-0.50971948153034,0.0028761993843262,-5.6580043957841E-06,5.4549857042585E-09,-2.5987194917993E-12,4.8807056128313E-16
H4N2O2S,sulfuryl amide,7803-58-9,150.0,1500.0,87.257339488676,-0.26258367332695,0.0015583376540146,-2.8972278423167E-06,2.7096337100316E-09,-1.2806195579864E-12,2.419723701038E-16
Br2OS,thionyl bromide,507-16-4,150.0,1500.0,51.157152879994,0.026872827335212,0.00021588823634941,-5.8998179582493E-07,6.4016665080203E-10,-3.2567920554815E-13,6.3946134008138E-17
Cl2OS,thionyl chloride,7719-09-7,150.0,1500.0,49.896613420268,0.022238896965997,0.00022240698275507,-5.8035265132727E-07,6.0879464997529E-10,-2.996825832243E-13,5.7068091436718E-17
F2OS,thionyl fluoride,7783-42-8,150.0,1500.0,20.147732726105,0.16947397719012,-0.00015224438229848,-4.4045561492525E-08,1.7474163038191E-10,-1.1396868081662E-13,2.4463284309722E-17
O2S,sulfur dioxide,7446-09-5,150.0,1500.0,32.853120978559,-0.010366017435185,0.00020936120646963,-4.2101021613038E-07,3.8574404232187E-10,-1.7259879202808E-13,3.0500655825886E-17
Cl2O2S,sulfuryl chloride,7791-25-5,150.0,1500.0,8.6707872943581,0.43394526757293,-0.0010196608775565,1.4198504551195E-06,-1.1434688485243E-09,4.8759562805229E-13,-8.4804411965918E-17
F2O2S,sulfuryl fluoride,2699-79-8,150.0,1500.0,16.443003352628,0.20457661819537,-7.8508023305824E-05,-2.8501997592048E-07,4.384307040342E-10,-2.45774306168E-13,4.9709979813606E-17
O3S,sulfur trioxide,7446-11-9,150.0,1500.0,25.855577435058,0.074377251871189,0.00011271500421272,-3.8291126994385E-07,4.0354538883465E-10,-1.931465262904E-13,3.5532573882702E-17
Br2S2,sulfur bromide,13172-31-1,150.0,1500.0,53.482910458417,0.038226561056737,0.0001899102303264,-5.6924130211763E-07,6.3310935219751E-10,-3.2420914813593E-13,6.3591396216339E-17
C4H12P2S2,"disulfide, tetramethylbiphosphine",3676-97-9,150.0,1500.0,208.34448279992,-1.1142579496669,0.0058361948248856,-1.0980613753563E-05,1.0419239081311E-08,-4.9477993160925E-12,9.3176263035858E-16
Cl2S2,sulfur monochloride,10025-67-9,150.0,1500.0,21.608381611203,0.35759644669758,-0.00094953915269977,1.3841561188731E-06,-1.1247084711644E-09,4.7617298202743E-13,-8.1757305352589E-17
F2S2,"1,1 difluorodisulfane",101947-30-2,150.0,1500.0,16.765372345638,0.25687643664643,-0.00044446317350323,4.030435826161E-07,-1.8800598383531E-10,3.7383481736658E-14,-1.0947160084931E-18
F2S2,difluorodisulfane,13709-35-8,150.0,1500.0,19.412313911031,0.27818373590432,-0.00056814029283832,6.4989099029747E-07,-4.2655217012361E-10,1.5016438109859E-13,-2.1990958253175E-17
F5S,sulfur difluoride,10546-01-7,150.0,1500.0,86.603256948675,-0.30326329956055,0.0018304199818768,-3.6706892637825E-06,3.5708686829314E-09,-1.7085938308888E-12,3.215244724858E-16
F10S2,sulfur decafluoride,5714-22-7,150.0,1500.0,-8.2888285454322,0.84942285321832,-0.00070875125470433,-5.1738791894688E-07,1.2940208555558E-09,-8.1317856453164E-13,1.733908579564E-16
I2S2,sulfur (I) iodide,53280-15-2,150.0,1500.0,51.806620045307,0.091781446076081,-8.5707973437587E-05,6.0221326989889E-08,-5.9183887700051E-11,3.8110084515858E-14,-8.9576164895721E-18
OS2,disulfur oxide,20901-21-7,150.0,1500.0,28.498164875905,0.057642101078332,1.7662207926067E-05,-1.7352075335546E-07,2.1630711997656E-10,-1.1289872584496E-13,2.1965885344445E-17
Cl2S3,trisulfur dichloride,31703-09-0,150.0,1500.0,67.284492237742,-0.014532748553183,0.00048598048219441,-1.1163648505101E-06,1.1196558878052E-09,-5.3629874829086E-13,1.0004548512015E-16
S3Sb2,stibnite,1317-86-8,150.0,1500.0,66.33793875599,0.068498315023455,0.0001414570953805,-5.1665792390878E-07,5.9036676841395E-10,-3.0185917580898E-13,5.8626982145311E-17
N4S4,sulfur (III) nitiride,28950-34-7,150.0,1500.0,104.19909441399,-0.23424957824541,0.0015967851540135,-3.1418692409266E-06,2.9658448099638E-09,-1.3797030752557E-12,2.5366283604581E-16
Sb,antimony,7440-36-0,150.0,1500.0,20.760515496665,0.00011391750238236,0.0,0.0,0.0,0.0,0.0
AsSb,antimony arsenide,12322-34-8,150.0,1500.0,21.151575028756,0.21287445291479,-0.00072719742187773,1.1536001567352E-06,-9.6338884308048E-10,4.1239949279525E-13,-7.136941251925E-17
Br3Sb,antimony tribromide,7789-61-9,150.0,1500.0,59.891662625968,0.097364420460613,-0.00016221073836334,1.1625418195324E-07,-1.7005551368779E-11,-1.8371523877611E-14,6.5902125693068E-18
C3H9Sb,"antimony, trimethyl",594-10-5,150.0,1500.0,120.07620912428,-0.62226852011991,0.0032460557906862,-6.0324552366381E-06,5.711977421009E-09,-2.7233895163938E-12,5.1637385235012E-16
C3H9Cl6OSb,trimethyloxonium hexachloroantimonate,54075-76-2,150.0,1500.0,222.15123426167,-0.84179453136363,0.0047784206629063,-9.0761649290991E-06,8.5919175916878E-09,-4.0637354988387E-12,7.6277547047202E-16
C3H9O3Sb,antimony (III) methoxide,29671-18-9,150.0,1500.0,158.28530013385,-0.80070585947124,0.0041926443275337,-7.7649348018469E-06,7.2869049321378E-09,-3.4420583592705E-12,6.4743446080633E-16
C6H9O6Sb,antimony (III) acetate,3643-76-3,150.0,1500.0,245.51275300625,-1.4254451392311,0.0073147242204446,-1.3608557343994E-05,1.2730548508075E-08,-5.9628415425847E-12,1.109628544325E-15
